Line,x,y,z,lotzeit
_time_112_112_1_112_2__,422075.937759,211713.423489,2684.70921313,752.05
_time_112_112_1_112_2__,422077.002414,211712.366838,2684.97699442,753.5
_time_112_112_1_112_2__,422078.067069,211711.310188,2685.24567631,754.75
_time_112_112_1_112_2__,422079.131724,211710.253538,2685.51525905,755.9
_time_112_112_1_112_2__,422080.196379,211709.196888,2685.56651362,756.95
_time_112_112_1_112_2__,422081.261034,211708.140238,2685.54291735,757.9
_time_112_112_1_112_2__,422082.325689,211707.083588,2685.52562706,758.75
_time_112_112_1_112_2__,422083.390344,211706.026937,2685.51464273,759.6
_time_112_112_1_112_2__,422084.455,211704.970287,2685.51702585,760.35
_time_112_112_1_112_2__,422085.519655,211703.913637,2685.75632685,761.15
_time_112_112_1_112_2__,422086.58431,211702.856987,2685.99446495,761.85
_time_112_112_1_112_2__,422087.648965,211701.800337,2686.23890901,762.55
_time_112_112_1_112_2__,422088.71362,211700.743687,2686.48965905,763.25
_time_112_112_1_112_2__,422089.778275,211699.687036,2686.65736262,763.95
_time_112_112_1_112_2__,422090.84293,211698.630386,2686.58670821,764.65
_time_112_112_1_112_2__,422091.908962,211697.575126,2686.52681092,765.3
_time_112_112_1_112_2__,422092.975104,211696.519976,2686.48580959,766
_time_112_112_1_112_2__,422094.041246,211695.464825,2686.46370372,766.7
_time_112_112_1_112_2__,422095.107387,211694.409675,2686.54117687,767.4
_time_112_112_1_112_2__,422096.173529,211693.354525,2686.66541433,768.05
_time_112_112_1_112_2__,422097.23967,211692.299374,2686.8076466,768.75
_time_112_112_1_112_2__,422098.305812,211691.244224,2686.96787334,769.45
_time_112_112_1_112_2__,422099.371953,211690.189073,2687.1460949,770.15
_time_112_112_1_112_2__,422100.438095,211689.133923,2687.08906957,770.8
_time_112_112_1_112_2__,422101.504236,211688.078773,2686.96929136,771.5
_time_112_112_1_112_2__,422102.570378,211687.023622,2686.88279985,772.2
_time_112_112_1_112_2__,422103.636519,211685.968472,2686.82959519,772.8
_time_112_112_1_112_2__,422104.702661,211684.913322,2686.81732275,773.3
_time_112_112_1_112_2__,422105.768802,211683.858171,2686.86587215,773.55
_time_112_112_1_112_2__,422106.834944,211682.803021,2686.9237638,773.5
_time_112_112_1_112_2__,422107.901085,211681.747871,2687.00685675,773.15
_time_112_112_1_112_2__,422108.967227,211680.69272,2687.11515109,772.45
_time_112_112_1_112_2__,422110.033368,211679.63757,2687.1740012,771.55
_time_112_112_1_112_2__,422111.091782,211678.574709,2687.05443821,770.55
_time_112_112_1_112_2__,422112.144557,211677.506222,2686.9645338,769.45
_time_112_112_1_112_2__,422113.197331,211676.437734,2686.90431119,768.35
_time_112_112_1_112_2__,422114.250106,211675.369246,2686.87377037,767.25
_time_112_112_1_112_2__,422115.30288,211674.300759,2686.96193737,766.15
_time_112_112_1_112_2__,422116.355655,211673.232271,2687.09483417,765.05
_time_112_112_1_112_2__,422117.40843,211672.163784,2687.24304407,763.95
_time_112_112_1_112_2__,422118.461204,211671.095296,2687.40656742,762.85
_time_112_112_1_112_2__,422119.513979,211670.026808,2687.58540402,761.75
_time_112_112_1_112_2__,422120.566753,211668.958321,2687.51557004,760.7
_time_112_112_1_112_2__,422121.619528,211667.889833,2687.43777789,759.6
_time_112_112_1_112_2__,422122.672302,211666.821346,2687.38248333,758.5
_time_112_112_1_112_2__,422123.725077,211665.752858,2687.34968625,757.4
_time_112_112_1_112_2__,422124.750822,211664.658616,2687.39098055,756.3
_time_112_112_1_112_2__,422125.76724,211663.555486,2687.53389045,755.2
_time_112_112_1_112_2__,422126.783657,211662.452356,2687.68416584,754.1
_time_112_112_1_112_2__,422127.800074,211661.349226,2687.84611352,753.1
_time_112_112_1_112_2__,422128.816492,211660.246096,2688.01973348,752.25
_time_112_112_1_112_2__,422129.832909,211659.142966,2687.99542125,751.75
_time_112_112_1_112_2__,422130.849327,211658.039836,2687.86682177,751.35
_time_112_112_1_112_2__,422357.688356,211407.523315,2664.04730544,329.85
_time_112_112_1_112_2__,422358.658384,211406.37918,2663.55975742,330.1
_time_112_112_1_112_2__,422359.628412,211405.235044,2662.90794363,330.3
_time_112_112_1_112_2__,422360.59844,211404.090909,2663.03661812,330.8
_time_112_112_1_112_2__,422361.568468,211402.946773,2663.31756072,331.25
_time_112_112_1_112_2__,422362.538496,211401.802638,2663.42535009,331.7
_time_112_112_1_112_2__,422363.508524,211400.658502,2663.35998677,332.2
_time_112_112_1_112_2__,422364.478551,211399.514367,2663.06351415,332.65
_time_112_112_1_112_2__,422365.448579,211398.370232,2662.81993999,333.15
_time_112_112_1_112_2__,422366.418607,211397.226096,2662.55723703,333.65
_time_112_112_1_112_2__,422367.388635,211396.081961,2662.11253719,334.2
_time_112_112_1_112_2__,422368.358663,211394.937825,2661.52120443,334.8
_time_112_112_1_112_2__,422369.328691,211393.79369,2661.55516553,335.5
_time_112_112_1_112_2__,422370.342409,211392.690445,2661.75114453,336.4
_time_112_112_1_112_2__,422371.419876,211391.646861,2661.85953115,337.5
_time_112_112_1_112_2__,422372.497342,211390.603278,2661.77632605,338.95
_time_112_112_1_112_2__,422373.574808,211389.559694,2661.39372447,340.7
_time_112_112_1_112_2__,422374.652274,211388.51611,2660.94425133,342.7
_time_112_112_1_112_2__,422375.72974,211387.472527,2660.6792434,344.8
_time_112_112_1_112_2__,422376.807206,211386.428943,2660.27728549,347
_time_112_112_1_112_2__,422377.884673,211385.38536,2659.67921166,349.2
_time_112_112_1_112_2__,422378.962139,211384.341776,2659.35303494,351.4
_time_112_112_1_112_2__,422380.039605,211383.298192,2659.42939542,353.6
_time_112_112_1_112_2__,422381.117071,211382.254609,2659.61374224,355.85
_time_112_112_1_112_2__,422382.194537,211381.211025,2659.57950719,358.05
_time_112_112_1_112_2__,422383.272003,211380.167442,2659.32668969,360.25
_time_112_112_1_112_2__,422384.34947,211379.123858,2658.77076022,362.45
_time_112_112_1_112_2__,422385.426936,211378.080275,2658.42804979,364.65
_time_112_112_1_112_2__,422386.504402,211377.036691,2658.06420897,366.85
_time_112_112_1_112_2__,422387.581868,211375.993107,2657.47548288,369.05
_time_112_112_1_112_2__,422388.659334,211374.949524,2656.69861152,371.25
_time_112_112_1_112_2__,422389.7368,211373.90594,2656.65546359,373.5
_time_112_112_1_112_2__,422390.814267,211372.862357,2656.88019886,375.75
_time_112_112_1_112_2__,422391.891733,211371.818773,2656.93072153,378.1
_time_112_112_1_112_2__,422392.969199,211370.77519,2656.73567109,380.5
_time_112_112_1_112_2__,422394.046665,211369.731606,2656.25258621,383.05
_time_112_112_1_112_2__,422395.124131,211368.688022,2655.74326761,385.7
_time_112_112_1_112_2__,422396.201597,211367.644439,2655.4690333,388.35
_time_112_112_1_112_2__,422397.279063,211366.600855,2654.9636108,391.1
_time_112_112_1_112_2__,422398.35653,211365.557272,2654.22699999,393.85
_time_112_112_1_112_2__,422399.433996,211364.513688,2653.73173277,396.6
_time_112_112_1_112_2__,422400.511462,211363.470105,2653.99145517,399.35
_time_112_112_1_112_2__,422401.588928,211362.426521,2654.26645752,402.15
_time_112_112_1_112_2__,422402.673562,211361.390418,2654.31620168,404.9
_time_112_112_1_112_2__,422403.76212,211360.358409,2654.14305974,407.35
_time_112_112_1_112_2__,422404.850677,211359.3264,2653.6734172,409.55
_time_112_112_1_112_2__,422405.939235,211358.294391,2653.46464751,410.75
_time_112_112_1_112_2__,422407.027792,211357.262382,2653.10604324,411.8
_time_112_112_1_112_2__,422503.904157,211265.935012,2647.80257308,497.2
_time_112_112_1_112_2__,422504.855049,211264.774924,2647.83928181,496.2
_time_112_112_1_112_2__,422505.805941,211263.614836,2648.085418,495
_time_112_112_1_112_2__,422506.756833,211262.454748,2648.36074818,492.75
_time_112_112_1_112_2__,422507.707725,211261.29466,2648.67755302,490.2
_time_112_112_1_112_2__,422508.658617,211260.134572,2649.03583254,487.3
_time_112_112_1_112_2__,422509.609509,211258.974483,2648.99495286,484.25
_time_112_112_1_112_2__,422510.560401,211257.814395,2648.85488656,481.1
_time_112_112_1_112_2__,422511.511293,211256.654307,2648.73381296,477.8
_time_112_112_1_112_2__,422512.462185,211255.494219,2648.65246887,474.45
_time_112_112_1_112_2__,422513.413077,211254.334131,2648.86029978,471.05
_time_112_112_1_112_2__,422514.363968,211253.174043,2649.23326705,467.7
_time_112_112_1_112_2__,422515.306553,211252.007207,2649.57853148,464.45
_time_112_112_1_112_2__,422516.247067,211250.838689,2649.94610958,461.1
_time_112_112_1_112_2__,422517.187581,211249.670172,2650.22132075,457.6
_time_112_112_1_112_2__,422518.128096,211248.501654,2650.17372767,453.8
_time_112_112_1_112_2__,422519.06861,211247.333137,2650.09975417,449.3
_time_112_112_1_112_2__,422520.009124,211246.164619,2649.99969262,444.35
_time_112_112_1_112_2__,422520.949638,211244.996102,2649.93154075,439
_time_112_112_1_112_2__,422521.90688,211243.841325,2650.3998111,433.4
_time_112_112_1_112_2__,422522.870487,211242.691777,2650.84909041,427.75
_time_112_112_1_112_2__,422523.834095,211241.542229,2651.28153766,422.3
_time_112_112_1_112_2__,422524.797702,211240.392681,2651.69715288,417
_time_112_112_1_112_2__,422525.761309,211239.243133,2651.83731938,411.9
_time_112_112_1_112_2__,422526.80907,211238.170006,2651.82418155,407
_time_112_112_1_112_2__,422527.860729,211237.100421,2651.80023344,402.3
_time_112_112_1_112_2__,422528.912388,211236.030836,2651.76547633,397.9
_time_112_112_1_112_2__,422529.964047,211234.96125,2651.73772219,393.8
_time_112_112_1_112_2__,422531.015707,211233.891665,2652.20273887,390
_time_112_112_1_112_2__,422532.067366,211232.82208,2652.66771126,386.35
_time_112_112_1_112_2__,422533.119025,211231.752495,2653.13178291,382.85
_time_112_112_1_112_2__,422534.170685,211230.682909,2653.59495423,379.5
_time_112_112_1_112_2__,422535.222344,211229.613324,2653.88985815,376.3
_time_112_112_1_112_2__,422536.274003,211228.543739,2653.88914974,373.45
_time_112_112_1_112_2__,422537.325663,211227.474153,2653.88754058,370.8
_time_112_112_1_112_2__,422538.377322,211226.404568,2653.88503066,368.45
_time_112_112_1_112_2__,422539.428981,211225.334983,2653.88162,366.2
_time_112_112_1_112_2__,422540.48064,211224.265397,2654.23630327,364.05
_time_112_112_1_112_2__,422541.5323,211223.195812,2654.75981113,361.85
_time_112_112_1_112_2__,422542.583959,211222.126227,2655.28872347,359.65
_time_112_112_1_112_2__,422543.635618,211221.056641,2655.82304081,357.45
_time_112_112_1_112_2__,422544.687278,211219.987056,2656.35636082,355.3
_time_112_112_1_112_2__,422545.738937,211218.917471,2656.36010742,353.1
_time_112_112_1_112_2__,422546.790596,211217.847886,2656.36010742,350.95
_time_112_112_1_112_2__,422547.842256,211216.7783,2656.36010742,348.8
_time_112_112_1_112_2__,422548.893915,211215.708715,2656.36010742,346.6
_time_112_112_1_112_2__,422549.945574,211214.63913,2656.57084986,344.45
_time_112_112_1_112_2__,422550.997233,211213.569544,2657.19946947,342.3
_time_112_112_1_112_2__,422552.048893,211212.499959,2657.8344488,340.1
_time_112_112_1_112_2__,422553.100552,211211.430374,2658.47573336,337.95
_time_112_112_1_112_2__,422554.152211,211210.360788,2659.12332378,335.8
_time_112_112_1_112_2__,422555.203871,211209.291203,2659.34998194,333.6
_time_112_112_1_112_2__,422556.25553,211208.221618,2659.34830966,331.45
_time_112_112_1_112_2__,422557.307189,211207.152033,2659.34483588,329.3
_time_112_112_1_112_2__,422558.358848,211206.082447,2659.3395606,328.2
_time_112_112_1_112_2__,422559.410508,211205.012862,2659.33248382,327.15
time_116_,422507.493535,211301.551591,2644.69594408,501.5
time_116_,422508.821965,211302.248207,2644.48473358,500.75
time_116_,422510.150395,211302.944823,2644.23636423,499.85
time_116_,422511.478825,211303.641438,2644.0184486,498.1
time_116_,422512.807255,211304.338054,2643.83754894,495.85
time_116_,422514.135685,211305.03467,2643.70061048,493.05
time_116_,422515.465246,211305.729118,2643.65464189,489.85
time_116_,422516.796786,211306.41977,2643.5532633,486.4
time_116_,422518.128326,211307.110423,2643.49382497,482.65
time_116_,422519.459866,211307.801075,2643.47632679,478.55
time_116_,422520.791407,211308.491728,2643.46497497,474.3
time_116_,422522.122947,211309.18238,2643.40426649,469.8
time_116_,422523.454487,211309.873033,2643.30161786,465.05
time_116_,422524.786027,211310.563685,2643.05910382,460.25
time_116_,422526.117567,211311.254337,2642.88776048,455.5
time_116_,422527.449107,211311.94499,2642.68709422,450.9
time_116_,422528.780648,211312.635642,2642.4385965,446.55
time_116_,422530.112188,211313.326295,2642.14724066,442.35
time_116_,422531.443728,211314.016947,2641.9131652,438.3
time_116_,422532.775268,211314.7076,2641.72543029,434.25
time_116_,422534.106808,211315.398252,2641.6691628,430
time_116_,422535.438348,211316.088905,2641.61603031,425.4
time_116_,422536.769889,211316.779557,2641.51402104,420.3
time_116_,422538.101429,211317.470209,2641.45908906,414.7
time_116_,422539.432969,211318.160862,2641.45123439,408.55
time_116_,422540.764509,211318.851514,2641.43756359,401.9
time_116_,422542.096049,211319.542167,2641.35763275,394.8
time_116_,422543.427589,211320.232819,2641.17835953,387.5
time_116_,422544.75913,211320.923472,2640.91217774,380.05
time_116_,422546.09067,211321.614124,2640.74110755,372.85
time_116_,422547.42221,211322.304777,2640.54072819,366.1
time_116_,422548.75375,211322.995429,2640.29178101,360.05
time_116_,422550.046477,211323.738712,2639.98658602,354.95
time_116_,422551.099729,211324.806729,2639.68796815,350.85
time_116_,422552.152981,211325.874747,2639.70565527,347.65
time_116_,422553.206233,211326.942764,2639.73191482,345.15
time_116_,422554.259485,211328.010781,2639.69876606,343.1
time_116_,422555.312737,211329.078798,2639.63205721,341.3
time_116_,422556.365989,211330.146815,2639.61412493,339.55
time_116_,422557.419241,211331.214832,2639.38777819,337.85
time_116_,422558.472492,211332.282849,2639.09303727,336.1
time_116_,422559.525744,211333.350866,2638.72990205,333.85
time_116_,422560.578996,211334.418883,2638.36700154,331.1
time_116_,422561.632248,211335.4869,2638.25981023,327.8
time_116_,422562.6855,211336.554917,2638.31936755,326.2
time_116_,422563.738752,211337.622934,2638.31053061,324.05
time_120_,422099.906283,211678.179428,2687.51487296,747.45
time_120_,422101.306459,211678.717487,2687.46906735,746.7
time_120_,422102.706635,211679.255546,2687.39123396,745.9
time_120_,422104.106811,211679.793605,2687.28386877,744.35
time_120_,422105.506987,211680.331664,2687.17220504,742.65
time_120_,422106.907163,211680.869722,2687.11355214,740.75
time_120_,422108.307339,211681.407781,2687.03802174,738.8
time_120_,422109.655412,211682.053449,2686.93274697,736.9
time_120_,422110.945849,211682.818152,2686.79513572,735
time_120_,422112.236286,211683.582856,2686.67809286,733.05
time_120_,422113.526724,211684.347559,2686.58708855,731.15
time_120_,422114.817161,211685.112263,2686.53025921,729.25
time_120_,422116.107598,211685.876967,2686.48984801,727.3
time_120_,422117.398036,211686.64167,2686.45916885,725.4
time_120_,422118.688473,211687.406374,2686.44585514,723.5
time_120_,422119.97891,211688.171077,2686.44990679,721.55
time_120_,422121.269348,211688.935781,2686.43925204,719.65
time_120_,422122.559785,211689.700484,2686.41098284,717.75
time_120_,422123.850222,211690.465188,2686.30662327,715.8
time_120_,422125.140659,211691.229892,2686.17726022,713.9
time_120_,422126.431097,211691.994595,2686.05864626,711.95
time_120_,422127.721534,211692.759299,2685.91239403,710
time_120_,422129.011971,211693.524002,2685.73850379,708
time_120_,422130.302409,211694.288706,2685.55272805,705.9
time_120_,422131.592846,211695.05341,2685.43248002,703.7
time_120_,422132.883283,211695.818113,2685.4541824,701.45
time_120_,422134.173721,211696.582817,2685.44824663,699.15
time_120_,422135.464158,211697.34752,2685.41073068,696.75
time_120_,422136.754595,211698.112224,2685.37827427,694.4
time_120_,422138.045032,211698.876928,2685.37659761,691.95
time_120_,422139.33547,211699.641631,2685.40570063,689.55
time_120_,422140.625907,211700.406335,2685.29001472,687.1
time_120_,422141.916344,211701.171038,2685.04149188,684.65
time_120_,422143.206782,211701.935742,2684.82374853,682.2
time_120_,422144.497219,211702.700445,2684.63678514,679.7
time_120_,422145.787656,211703.465149,2684.44486861,677.25
time_120_,422147.078094,211704.229853,2684.20435657,674.75
time_120_,422148.368531,211704.994556,2683.92437273,672.3
time_120_,422149.658968,211705.75926,2683.86486033,669.8
time_120_,422150.949405,211706.523963,2683.8834689,667.35
time_120_,422152.239843,211707.288667,2683.88635137,664.85
time_120_,422153.530319,211708.053304,2683.84975742,662.35
time_120_,422154.820812,211708.817915,2683.77369226,659.85
time_120_,422156.111304,211709.582526,2683.74831611,657.35
time_120_,422157.401796,211710.347137,2683.67956732,654.85
time_120_,422158.692288,211711.111748,2683.46910761,652.35
time_120_,422159.98278,211711.876359,2683.212877,650.05
time_120_,422161.273272,211712.64097,2682.913159,648.05
time_120_,422162.563764,211713.405581,2682.66257557,646.35
time_120_,422163.854257,211714.170192,2682.46173305,644.85
time_120_,422165.144749,211714.934803,2682.29115614,643.6
time_120_,422166.435241,211715.699414,2682.12970568,642.4
time_120_,422167.725733,211716.464025,2682.0340592,641.2
time_120_,422169.016225,211717.228636,2681.99287528,639.95
time_120_,422170.306717,211717.993247,2681.99780358,638.75
time_120_,422171.597209,211718.757858,2681.96300432,637.5
time_120_,422172.887702,211719.522469,2681.87374237,636.3
time_120_,422174.178194,211720.28708,2681.6635891,635.05
time_120_,422175.468686,211721.051692,2681.39966834,633.85
time_120_,422176.703025,211721.899651,2681.15965096,633.25
time_120_,422177.896384,211722.808439,2680.8436095,632.6
_time124_124_1__,421605.579647,211735.758962,2699.83638314,46.3
_time124_124_1__,421606.762274,211736.681671,2699.48657615,46.6
_time124_124_1__,421607.944902,211737.604381,2699.36200396,46.95
_time124_124_1__,421609.127529,211738.52709,2699.46266669,47.7
_time124_124_1__,421610.310156,211739.449799,2699.66374166,48.45
_time124_124_1__,421611.492784,211740.372508,2699.0299875,49.25
_time124_124_1__,421612.675411,211741.295218,2697.85997401,50.2
_time124_124_1__,421613.858039,211742.217927,2696.91519575,51.35
_time124_124_1__,421615.040666,211743.140636,2696.19206385,52.55
_time124_124_1__,421616.223293,211744.063346,2695.37621511,53.8
_time124_124_1__,421617.405921,211744.986055,2694.3656943,55.15
_time124_124_1__,421618.588548,211745.908764,2694.12034468,56.4
_time124_124_1__,421619.771176,211746.831473,2694.08145353,57.65
_time124_124_1__,421620.953803,211747.754183,2694.19398432,58.8
_time124_124_1__,421622.13643,211748.676892,2694.1391331,59.85
_time124_124_1__,421623.319058,211749.599601,2693.88960943,60.8
_time124_124_1__,421624.501685,211750.522311,2693.21930943,61.7
_time124_124_1__,421625.684313,211751.44502,2692.63206984,62.55
_time124_124_1__,421626.86694,211752.367729,2692.06895815,63.35
_time124_124_1__,421628.049567,211753.290438,2691.34958026,64.1
_time124_124_1__,421629.248939,211754.19126,2690.48307245,64.85
_time124_124_1__,421630.448939,211755.09126,2689.71967967,65.6
_time124_124_1__,421631.648939,211755.99126,2689.92778552,66.35
_time124_124_1__,421632.848939,211756.89126,2689.981232,67.15
_time124_124_1__,421634.048939,211757.79126,2689.8800191,67.95
_time124_124_1__,421635.248939,211758.69126,2689.66752699,68.9
_time124_124_1__,421636.448939,211759.59126,2689.64919603,69.85
_time124_124_1__,421637.648939,211760.49126,2689.43101157,70.8
_time124_124_1__,421638.902079,211761.315062,2688.87419278,71.9
_time124_124_1__,421640.161325,211762.130108,2688.16274858,73.15
_time124_124_1__,421641.42057,211762.945153,2687.42161075,74.45
_time124_124_1__,421642.679816,211763.760199,2686.82169448,75.9
_time124_124_1__,421643.939062,211764.575245,2686.36300066,77.3
_time124_124_1__,421645.198308,211765.390291,2686.11703973,78.75
_time124_124_1__,421646.457554,211766.205337,2685.7994104,80.2
_time124_124_1__,421647.7168,211767.020383,2685.62300351,81.65
_time124_124_1__,421648.976046,211767.835429,2685.58781908,83.25
_time124_124_1__,421650.235292,211768.650475,2685.65660974,85
_time124_124_1__,421651.494538,211769.46552,2685.53691789,86.95
_time124_124_1__,421652.753783,211770.280566,2685.08940543,88.95
_time124_124_1__,421654.013029,211771.095612,2684.33503415,91.1
_time124_124_1__,421655.272275,211771.910658,2683.74812544,93.05
_time124_124_1__,421656.531521,211772.725704,2683.23578313,94.85
_time124_124_1__,421657.790767,211773.54075,2682.59863585,96.45
_time124_124_1__,421659.050013,211774.355796,2681.83668361,97.85
_time124_124_1__,421660.309259,211775.170842,2681.20863637,99.1
_time124_124_1__,421661.568505,211775.985888,2681.36560539,100.4
_time124_124_1__,421662.827751,211776.800933,2681.39776932,101.7
_time124_124_1__,421664.086996,211777.615979,2681.30512865,103
_time124_124_1__,421665.346242,211778.431025,2681.13253235,104.3
_time124_124_1__,421666.605488,211779.246071,2681.09890627,105.65
_time124_124_1__,421667.864734,211780.061117,2681.13139326,107.3
_time124_124_1__,421669.12398,211780.876163,2680.69767243,109.3
_time124_124_1__,421670.383226,211781.691209,2680.13206409,111.65
_time124_124_1__,421671.642472,211782.506255,2679.52498491,113.7
_time124_124_1__,421672.901718,211783.3213,2679.02136236,115.45
_time124_124_1__,421674.160964,211784.136346,2678.62119555,116.45
_time124_124_1__,421675.420209,211784.951392,2678.24228964,116.85
_time124_124_1__,421676.679455,211785.766438,2678.02565552,116.55
_time124_124_1__,421677.938701,211786.581484,2677.90821874,116.25
_time124_124_1__,421679.197947,211787.39653,2677.87288943,115.95
_time124_124_1__,421680.457193,211788.211576,2677.89364139,115.6
_time124_124_1__,421681.716439,211789.026622,2677.83892495,115.3
_time124_124_1__,421682.975685,211789.841668,2677.70210104,115
_time124_124_1__,421684.234931,211790.656713,2677.27879691,114.7
_time124_124_1__,421685.494177,211791.471759,2676.91709627,114.4
_time124_124_1__,421686.753422,211792.286805,2676.60040526,114.25
_time124_124_1__,421688.012668,211793.101851,2676.21309294,114.35
_time124_124_1__,421689.271914,211793.916897,2675.75515938,114.6
_time124_124_1__,421690.53116,211794.731943,2675.30772379,115
_time124_124_1__,421691.790406,211795.546989,2675.26035179,115.7
_time124_124_1__,421693.049652,211796.362035,2675.2913442,116.45
_time124_124_1__,421694.308898,211797.17708,2675.25171534,117.3
_time124_124_1__,421695.568144,211797.992126,2675.16572832,118.25
_time124_124_1__,421696.82739,211798.807172,2675.13455831,119.35
_time124_124_1__,421698.086635,211799.622218,2675.16496892,120.5
_time124_124_1__,421699.345881,211800.437264,2675.05944906,121.7
_time124_124_1__,421700.612936,211801.239925,2674.70676595,122.85
_time124_124_1__,421701.891239,211802.024744,2674.33869694,124.05
_time124_124_1__,421703.169542,211802.809562,2674.03082236,125.2
_time124_124_1__,421704.447846,211803.594381,2673.78314165,126.3
_time124_124_1__,421705.726149,211804.3792,2673.51632688,127.45
_time124_124_1__,421707.004453,211805.164019,2673.20694771,128.5
_time124_124_1__,421708.282756,211805.948838,2673.10167051,129.55
_time124_124_1__,421709.561059,211806.733656,2673.05498063,130.5
_time124_124_1__,421710.839363,211807.518475,2673.06597262,131.4
_time124_124_1__,421712.117666,211808.303294,2673.03802127,132.15
_time124_124_1__,421713.395969,211809.088113,2672.95148247,132.9
_time124_124_1__,421714.674273,211809.872932,2672.80635609,133.6
_time124_124_1__,421715.952576,211810.65775,2672.62499919,134.3
_time124_124_1__,421717.230879,211811.442569,2672.40343472,135
_time124_124_1__,421718.509183,211812.227388,2672.11607197,135.7
_time124_124_1__,421719.787486,211813.012207,2671.76291106,136.35
_time124_124_1__,421721.065789,211813.797026,2671.44024937,136.95
_time124_124_1__,421722.344093,211814.581844,2671.18356414,137.45
_time124_124_1__,421723.622396,211815.366663,2671.08663263,137.95
_time124_124_1__,421724.900699,211816.151482,2671.07381802,138.45
_time124_124_1__,421726.179003,211816.936301,2670.95158126,139
_time124_124_1__,421727.457306,211817.72112,2670.88637615,139.6
_time124_124_1__,421728.735609,211818.505938,2670.88698871,140.3
_time124_124_1__,421730.013913,211819.290757,2670.95178458,141.05
_time124_124_1__,421731.292216,211820.075576,2670.8356357,141.85
_time124_124_1__,421732.570519,211820.860395,2670.42849075,142.65
_time124_124_1__,421733.848823,211821.645214,2670.0871635,143.3
_time124_124_1__,421735.127126,211822.430032,2669.81124838,143.9
_time124_124_1__,421736.40543,211823.214851,2669.52157817,144.35
_time124_124_1__,421737.683733,211823.99967,2669.15966326,144.7
_time124_124_1__,421738.962036,211824.784489,2668.72550356,145.05
_time124_124_1__,421740.24034,211825.569308,2668.56753623,145.4
_time124_124_1__,421741.518643,211826.354126,2668.63970938,145.85
_time124_124_1__,421742.796946,211827.138945,2668.63963792,146.25
_time124_124_1__,421744.074893,211827.924344,2668.56737847,146.45
_time124_124_1__,421745.35247,211828.710345,2668.45487773,146.7
_time124_124_1__,422056.303412,212021.027005,2651.03799867,244.05
_time124_124_1__,422057.643444,212021.701034,2650.97375235,242.05
_time124_124_1__,422058.983476,212022.375062,2650.85965257,240.05
_time124_124_1__,422060.323508,212023.04909,2650.70625588,236.1
_time124_124_1__,422061.66354,212023.723118,2650.59672956,232.1
_time124_124_1__,422063.003573,212024.397146,2650.53490448,228.15
_time124_124_1__,422064.343605,212025.071174,2650.52130885,224.15
_time124_124_1__,422065.683637,212025.745202,2650.43159278,220.2
_time124_124_1__,422067.023669,212026.41923,2650.29972939,216.2
_time124_124_1__,422068.363701,212027.093259,2650.22278252,212.35
_time124_124_1__,422069.703733,212027.767287,2650.20075202,208.55
_time124_124_1__,422071.043765,212028.441315,2650.17390047,204.9
_time124_124_1__,422072.387658,212029.107333,2650.08619862,201.3
_time124_124_1__,422073.749676,212029.73575,2649.94001722,197.85
_time124_124_1__,422075.111694,212030.364166,2649.76876701,194.35
_time124_124_1__,422076.473712,212030.992583,2649.73629771,190.9
_time124_124_1__,422077.835729,212031.621,2649.64358006,187.45
_time124_124_1__,422079.197747,212032.249417,2649.49061396,184
_time124_124_1__,422080.465472,212033.036763,2649.27950092,180.65
_time124_124_1__,422081.6698,212033.930963,2649.11753529,177.35
_time124_124_1__,422082.874128,212034.825164,2649.02880792,174.2
_time124_124_1__,422084.078456,212035.719364,2649.0433514,171.25
_time124_124_1__,422085.282783,212036.613564,2648.98401502,168.6
_time124_124_1__,422086.487111,212037.507765,2648.88067397,166.2
_time124_124_1__,422087.691439,212038.401965,2648.8583115,164.05
_time124_124_1__,422088.895767,212039.296166,2648.91692776,162.05
_time124_124_1__,422090.100095,212040.190366,2648.96765709,160.05
_time124_124_1__,422091.304422,212041.084567,2648.63279325,158.35
_time124_124_1__,422092.50875,212041.978767,2648.378908,156.9
_time124_124_1__,422093.713078,212042.872968,2648.20600129,155.75
_time124_124_1__,422094.917406,212043.767168,2648.11407326,154.85
_time124_124_1__,422096.121734,212044.661369,2647.89778501,154.25
_time124_124_1__,422097.326062,212045.555569,2647.68590007,153.6
_time124_124_1__,422098.530389,212046.44977,2647.5936776,152.4
_time124_124_1__,422099.734717,212047.34397,2647.59191951,150.6
_time124_124_1__,422100.939045,212048.238171,2647.62239685,148.25
_time124_124_1__,422102.143373,212049.132371,2647.5658864,145.25
_time124_124_1__,422103.347701,212050.026572,2647.41591344,141.7
_time124_124_1__,422104.552028,212050.920772,2647.17074038,138.1
_time124_124_1__,422105.756356,212051.814973,2647.06120521,134.55
_time124_124_1__,422106.960684,212052.709173,2646.92371646,131
_time124_124_1__,422108.165012,212053.603374,2646.69835006,127.6
_time124_124_1__,422109.36934,212054.497574,2646.38510618,124.45
_time124_124_1__,422110.573668,212055.391775,2646.25068535,121.4
_time124_124_1__,422111.777995,212056.285975,2646.34898633,118.55
_time124_124_1__,422112.982323,212057.180176,2646.35940983,115.8
_time124_124_1__,422114.186651,212058.074376,2646.28195565,112.95
_time124_124_1__,422115.390979,212058.968577,2646.16396251,110
_time124_124_1__,422116.595307,212059.862777,2646.17126278,107
_time124_124_1__,422117.799634,212060.756978,2646.18140464,103.9
