Line,x,y,z,lotzeit
_minhyp_112_112_1__,421885.162599,211908.372127,2656.33945201,478.7
_minhyp_112_112_1__,421886.143827,211907.237582,2656.33249714,482.35
_minhyp_112_112_1__,421887.125055,211906.103037,2656.32019346,485.45
_minhyp_112_112_1__,421888.106283,211904.968492,2656.30672818,488.4
_minhyp_112_112_1__,421889.087511,211903.833948,2656.43999773,491.25
_minhyp_112_112_1__,421890.068739,211902.699403,2656.57893534,493.95
_minhyp_112_112_1__,421891.049967,211901.564858,2656.72364242,496.55
_minhyp_112_112_1__,421892.031194,211900.430313,2656.86656657,499.05
_minhyp_112_112_1__,421893.012422,211899.295769,2656.91674932,501.55
_minhyp_112_112_1__,421893.99365,211898.161224,2656.91245963,504.05
_minhyp_112_112_1__,421894.974878,211897.026679,2656.90995288,506.55
_minhyp_112_112_1__,421895.956106,211895.892134,2656.91305722,509.05
_minhyp_112_112_1__,421896.937334,211894.75759,2656.94978393,511.6
_minhyp_112_112_1__,421897.918562,211893.623045,2657.10293732,514.1
_minhyp_112_112_1__,421898.900017,211892.488698,2657.25428231,516.6
_minhyp_112_112_1__,421899.892256,211891.363771,2657.40263028,519.1
_minhyp_112_112_1__,421900.884495,211890.238844,2657.55909708,521.6
_minhyp_112_112_1__,421901.876735,211889.113917,2657.60915069,524.1
_minhyp_112_112_1__,421902.868974,211887.98899,2657.62465278,526.6
_minhyp_112_112_1__,421903.861214,211886.864063,2657.63481369,529.1
_minhyp_112_112_1__,421904.853453,211885.739136,2657.63963342,531.6
_minhyp_112_112_1__,421905.845692,211884.614209,2657.70869806,534.1
_minhyp_112_112_1__,421906.837932,211883.489281,2657.88447454,536.6
_minhyp_112_112_1__,421907.830171,211882.364354,2658.05399405,539.1
_minhyp_112_112_1__,421908.82241,211881.239427,2658.21725676,541.6
_minhyp_112_112_1__,421909.81465,211880.1145,2658.37426266,544.1
_minhyp_112_112_1__,421910.806889,211878.989573,2658.42301,546.6
_minhyp_112_112_1__,421911.799128,211877.864646,2658.45327696,549.1
_minhyp_112_112_1__,421912.791368,211876.739719,2658.47460563,551.6
_minhyp_112_112_1__,421913.783607,211875.614792,2658.486996,554.1
_minhyp_112_112_1__,421914.775847,211874.489864,2658.57826223,556.6
_minhyp_112_112_1__,421915.768086,211873.364937,2658.78487786,559.15
_minhyp_112_112_1__,421916.760325,211872.24001,2658.98608117,561.65
_minhyp_112_112_1__,421917.752565,211871.115083,2659.17834619,564.15
_minhyp_112_112_1__,421918.744804,211869.990156,2659.36026942,566.65
_minhyp_112_112_1__,421919.737043,211868.865229,2659.38373004,569.15
_minhyp_112_112_1__,421920.729283,211867.740302,2659.41854127,571.65
_minhyp_112_112_1__,421921.721522,211866.615374,2659.44669741,574.15
_minhyp_112_112_1__,421922.713761,211865.490447,2659.46504321,576.65
_minhyp_112_112_1__,421923.706001,211864.36552,2659.5891194,579.15
_minhyp_112_112_1__,421924.69824,211863.240593,2659.80873964,581.65
_minhyp_112_112_1__,421925.69048,211862.115666,2660.0347787,584.15
_minhyp_112_112_1__,421926.682719,211860.990739,2660.25375139,586.65
_minhyp_112_112_1__,421927.674958,211859.865812,2660.44152232,589.15
_minhyp_112_112_1__,421928.667198,211858.740885,2660.46027791,591.65
_minhyp_112_112_1__,421929.659437,211857.615957,2660.48886565,594.15
_minhyp_112_112_1__,421930.651676,211856.49103,2660.52149365,596.65
_minhyp_112_112_1__,421931.643916,211855.366103,2660.54463739,599.15
_minhyp_112_112_1__,421932.719303,211854.321681,2660.67963755,601.65
_minhyp_112_112_1__,421933.811603,211853.293634,2660.88499495,604.2
_minhyp_112_112_1__,421934.903903,211852.265587,2661.10114307,606.7
_minhyp_112_112_1__,421935.996203,211851.23754,2661.31401,608.95
_minhyp_112_112_1__,421937.088503,211850.209493,2661.51913778,610.95
_minhyp_112_112_1__,421938.180803,211849.181446,2661.57358542,612
_minhyp_112_112_1__,421939.273103,211848.153399,2661.60105333,612.95
_minhyp_112_112_1__,422261.80629,211512.644188,2675.47216843,632.05
_minhyp_112_112_1__,422262.957399,211511.682445,2675.38512012,631.3
_minhyp_112_112_1__,422264.108508,211510.720703,2675.1997544,630.45
_minhyp_112_112_1__,422265.259617,211509.75896,2674.98708683,628.85
_minhyp_112_112_1__,422266.410726,211508.797218,2674.91126487,627.1
_minhyp_112_112_1__,422267.561834,211507.835475,2674.7327146,625.1
_minhyp_112_112_1__,422268.712943,211506.873733,2674.45143603,623.1
_minhyp_112_112_1__,422269.864052,211505.911991,2674.06742916,621.1
_minhyp_112_112_1__,422271.015161,211504.950248,2673.83672964,619.15
_minhyp_112_112_1__,422272.16627,211503.988506,2673.91221939,617.15
_minhyp_112_112_1__,422273.317378,211503.026763,2673.886754,615.15
_minhyp_112_112_1__,422274.468487,211502.065021,2673.76033323,613.15
_minhyp_112_112_1__,422275.619596,211501.103278,2673.60941115,611.2
_minhyp_112_112_1__,422276.703615,211500.07036,2673.5875677,609.2
_minhyp_112_112_1__,422277.731662,211498.97806,2673.45495181,607.2
_minhyp_112_112_1__,422278.759709,211497.88576,2673.20529461,605.2
_minhyp_112_112_1__,422279.776839,211496.783432,2672.84629452,603.25
_minhyp_112_112_1__,422280.778026,211495.666461,2672.5160929,601.25
_minhyp_112_112_1__,422281.779214,211494.54949,2672.43305557,599.25
_minhyp_112_112_1__,422282.780401,211493.432519,2672.4908207,597.25
_minhyp_112_112_1__,422283.781588,211492.315549,2672.4430247,595.3
_minhyp_112_112_1__,422284.782775,211491.198578,2672.28966766,593.3
_minhyp_112_112_1__,422285.783963,211490.081607,2672.20956107,591.3
_minhyp_112_112_1__,422286.78515,211488.964636,2672.12124711,589.3
_minhyp_112_112_1__,422287.786337,211487.847665,2671.92211038,587.35
_minhyp_112_112_1__,422288.787525,211486.730694,2671.61562137,585.35
_minhyp_112_112_1__,422289.788712,211485.613723,2671.20178033,583.35
_minhyp_112_112_1__,422290.789899,211484.496752,2671.10212781,581.55
_minhyp_112_112_1__,422291.791087,211483.379781,2671.23065891,580
_minhyp_112_112_1__,422292.792274,211482.262811,2671.25450251,578.2
_minhyp_112_112_1__,422293.793461,211481.14584,2671.17365881,576.15
_minhyp_112_112_1__,422294.794649,211480.028869,2670.98812744,573.95
_minhyp_112_112_1__,422295.795836,211478.911898,2670.89733731,571.3
_minhyp_112_112_1__,422296.797023,211477.794927,2670.74498621,568.25
_minhyp_112_112_1__,422297.798211,211476.677956,2670.48259629,565.2
_minhyp_112_112_1__,422298.799398,211475.560985,2670.11016781,562.15
_minhyp_112_112_1__,422299.800585,211474.444014,2669.89144488,559.1
_minhyp_112_112_1__,422300.801773,211473.327044,2670.05993244,556.05
_minhyp_112_112_1__,422301.80296,211472.210073,2670.15840711,553
_minhyp_112_112_1__,422302.804147,211471.093102,2670.14863414,549.95
_minhyp_112_112_1__,422303.805335,211469.976131,2670.02770973,546.9
_minhyp_112_112_1__,422304.806522,211468.85916,2669.77612754,543.85
_minhyp_112_112_1__,422305.807709,211467.742189,2669.64734717,540.8
_minhyp_112_112_1__,422306.808896,211466.625218,2669.42987028,537.75
_minhyp_112_112_1__,422307.810084,211465.508247,2669.09877245,534.7
_minhyp_112_112_1__,422308.811271,211464.391276,2668.90317595,531.65
_minhyp_112_112_1__,422309.814048,211463.275733,2668.97685641,528.6
_minhyp_112_112_1__,422310.817232,211462.160555,2669.13770535,525.55
_minhyp_112_112_1__,422311.820416,211461.045377,2669.20159411,522.5
_minhyp_112_112_1__,422312.8236,211459.930199,2669.13660191,519.45
_minhyp_112_112_1__,422313.826784,211458.815021,2668.82388984,516.4
_minhyp_112_112_1__,422314.829968,211457.699844,2668.62305065,513.35
_minhyp_112_112_1__,422315.833153,211456.584666,2668.44756908,510.3
_minhyp_112_112_1__,422316.836337,211455.469488,2668.1541407,507.25
_minhyp_112_112_1__,422317.839521,211454.35431,2667.95927887,504.2
_minhyp_112_112_1__,422318.842705,211453.239132,2667.99273516,501.15
_minhyp_112_112_1__,422319.845889,211452.123954,2668.14612703,498.1
_minhyp_112_112_1__,422320.849073,211451.008777,2668.28642691,495.05
_minhyp_112_112_1__,422321.852258,211449.893599,2668.26331325,492
_minhyp_112_112_1__,422322.855442,211448.778421,2667.877814,489.05
_minhyp_112_112_1__,422323.858626,211447.663243,2667.61045862,485.85
minhyp_116sm_,422386.090978,211236.003703,2664.56775173,147.5
minhyp_116sm_,422387.394204,211236.746402,2664.32219866,155.2
minhyp_116sm_,422388.697431,211237.489101,2664.21523346,162.05
minhyp_116sm_,422390.000657,211238.2318,2664.24678773,170
minhyp_116sm_,422391.303883,211238.974498,2664.14178639,177.15
minhyp_116sm_,422392.607109,211239.717197,2663.89819735,184.55
minhyp_116sm_,422393.910335,211240.459896,2663.29801127,192.25
minhyp_116sm_,422395.213561,211241.202595,2662.69058911,201.45
minhyp_116sm_,422396.516788,211241.945294,2662.27554083,208.95
minhyp_116sm_,422397.820014,211242.687992,2661.73196221,216.5
minhyp_116sm_,422399.12324,211243.430691,2661.05985224,224.1
minhyp_116sm_,422400.426466,211244.17339,2660.35383364,231.7
minhyp_116sm_,422401.729692,211244.916089,2659.88493371,239.35
minhyp_116sm_,422403.032919,211245.658788,2659.92613039,247
minhyp_116sm_,422404.336145,211246.401486,2659.90186208,254.65
minhyp_116sm_,422405.639371,211247.144185,2659.73272562,262.35
minhyp_116sm_,422406.942597,211247.886884,2659.59872265,270.1
minhyp_116sm_,422408.245823,211248.629583,2659.578543,277.85
minhyp_116sm_,422409.54905,211249.372282,2659.67218663,285.65
minhyp_116sm_,422410.852276,211250.11498,2659.52859395,293.45
minhyp_116sm_,422412.155502,211250.857679,2658.81760707,301.25
minhyp_116sm_,422413.458728,211251.600378,2658.22044352,309.15
minhyp_116sm_,422414.761954,211252.343077,2657.73710328,317
minhyp_116sm_,422416.065181,211253.085776,2657.31395103,324.9
minhyp_116sm_,422417.368407,211253.828474,2656.79634488,332.85
minhyp_116sm_,422418.671633,211254.571173,2656.17654126,340.75
minhyp_116sm_,422419.974859,211255.313872,2655.70918811,348.65
minhyp_116sm_,422421.278085,211256.056571,2655.82772382,356.55
minhyp_116sm_,422422.581311,211256.799269,2655.84986544,364.45
minhyp_116sm_,422423.884538,211257.541968,2655.76981,372.4
minhyp_116sm_,422425.187764,211258.284667,2655.60542868,380.3
minhyp_116sm_,422426.49099,211259.027366,2655.5539807,388.2
minhyp_116sm_,422427.794216,211259.770065,2655.59081622,396.1
minhyp_116sm_,422429.097442,211260.512763,2655.3980571,404
minhyp_116sm_,422430.400669,211261.255462,2654.95406259,411.95
minhyp_116sm_,422431.703895,211261.998161,2654.43567812,419.85
minhyp_116sm_,422433.007121,211262.74086,2654.00557715,427.75
minhyp_116sm_,422434.310347,211263.483559,2653.66375966,435.65
minhyp_116sm_,422435.613573,211264.226257,2653.31984622,443.55
minhyp_116sm_,422436.9168,211264.968956,2652.83620114,451.5
minhyp_116sm_,422438.220026,211265.711655,2652.64341632,459.4
minhyp_116sm_,422439.523252,211266.454354,2652.54710498,465.75
minhyp_116sm_,422440.826478,211267.197053,2652.55606096,473.2
minhyp_116sm_,422442.129704,211267.939751,2652.52445816,482.2
minhyp_116sm_,422443.463414,211268.626091,2652.40063131,489.3
minhyp_116sm_,422444.798289,211269.310274,2652.19747419,497.65
minhyp_116sm_,422446.133165,211269.994458,2652.15968102,505.05
minhyp_116sm_,422447.468041,211270.678642,2651.95106404,513.45
_minhyp_124_124_1__,421843.632722,211889.383133,2657.70673808,290.1
_minhyp_124_124_1__,421844.906975,211890.174512,2657.67409769,291.6
_minhyp_124_124_1__,421846.181228,211890.96589,2657.59027219,293.35
_minhyp_124_124_1__,421847.45903,211891.751523,2657.49936812,296.75
_minhyp_124_124_1__,421848.737008,211892.536872,2657.39967138,300.8
_minhyp_124_124_1__,421850.014985,211893.322221,2657.29133195,305.4
_minhyp_124_124_1__,421851.292963,211894.10757,2657.19530534,310.2
_minhyp_124_124_1__,421852.57094,211894.89292,2657.10249345,315.05
_minhyp_124_124_1__,421853.848918,211895.678269,2657.09351889,319.95
_minhyp_124_124_1__,421855.126895,211896.463618,2657.08883017,324.85
_minhyp_124_124_1__,421856.404872,211897.248968,2657.07925575,329.7
_minhyp_124_124_1__,421857.68285,211898.034317,2657.0753073,334.6
_minhyp_124_124_1__,421858.960827,211898.819666,2657.07698483,339.5
_minhyp_124_124_1__,421860.238805,211899.605016,2657.08147055,344.4
_minhyp_124_124_1__,421861.516782,211900.390365,2657.02989222,349.25
_minhyp_124_124_1__,421862.79476,211901.175714,2656.93785352,354.15
_minhyp_124_124_1__,421864.072737,211901.961063,2656.85144082,359.05
_minhyp_124_124_1__,421865.350715,211902.746413,2656.76785561,363.95
_minhyp_124_124_1__,421866.628692,211903.531762,2656.67225504,368.9
_minhyp_124_124_1__,421867.90667,211904.317111,2656.56620621,374
_minhyp_124_124_1__,421869.184647,211905.102461,2656.46339303,379.3
_minhyp_124_124_1__,421870.462625,211905.88781,2656.46090916,384.95
_minhyp_124_124_1__,421871.740602,211906.673159,2656.46832725,390.9
_minhyp_124_124_1__,421873.01858,211907.458509,2656.46529711,397.2
_minhyp_124_124_1__,421874.296557,211908.243858,2656.45181871,403.7
_minhyp_124_124_1__,421875.574535,211909.029207,2656.43771366,410.35
_minhyp_124_124_1__,421876.852512,211909.814556,2656.43856927,417
_minhyp_124_124_1__,421878.13049,211910.599906,2656.38113069,423.55
_minhyp_124_124_1__,421879.408467,211911.385255,2656.29279926,430.05
_minhyp_124_124_1__,421880.686445,211912.170604,2656.19339625,436.5
_minhyp_124_124_1__,421881.964422,211912.955954,2656.09871965,442.85
_minhyp_124_124_1__,421883.256259,211913.718091,2656.01424263,449.25
_minhyp_124_124_1__,421884.553873,211914.470553,2655.93850691,455.65
_minhyp_124_124_1__,421885.851486,211915.223015,2655.87201766,462.05
_minhyp_124_124_1__,421887.149099,211915.975478,2655.85188385,467.75
_minhyp_124_124_1__,421888.446713,211916.72794,2655.84033171,472.9
_minhyp_124_124_1__,421889.744326,211917.480402,2655.83736126,475.6
_minhyp_124_124_1__,421891.04194,211918.232864,2655.83626115,478
_minhyp_124_124_1__,421967.62711,211965.365919,2654.82307345,487.55
_minhyp_124_124_1__,421968.840551,211966.247713,2654.80160288,486.2
_minhyp_124_124_1__,421970.053993,211967.129506,2654.80105955,484.8
_minhyp_124_124_1__,421971.267434,211968.0113,2654.80784959,482.05
_minhyp_124_124_1__,421972.480876,211968.893093,2654.79409631,479.3
_minhyp_124_124_1__,421973.694317,211969.774887,2654.75979983,476.55
_minhyp_124_124_1__,421974.907759,211970.65668,2654.72220208,473.8
_minhyp_124_124_1__,421976.1212,211971.538474,2654.71753336,471.05
_minhyp_124_124_1__,421977.334642,211972.420267,2654.68413158,468.25
_minhyp_124_124_1__,421978.548083,211973.302061,2654.61904765,465.5
_minhyp_124_124_1__,421979.761525,211974.183854,2654.52228153,462.75
_minhyp_124_124_1__,421980.974966,211975.065648,2654.47388263,460
_minhyp_124_124_1__,421982.188408,211975.947441,2654.50940769,457.25
_minhyp_124_124_1__,421983.401849,211976.829235,2654.51325063,454.5
_minhyp_124_124_1__,421984.615291,211977.711028,2654.48541135,451.75
_minhyp_124_124_1__,421985.828732,211978.592822,2654.45178341,449
_minhyp_124_124_1__,421987.042174,211979.474615,2654.45323764,446.25
_minhyp_124_124_1__,421988.255615,211980.356409,2654.45952947,443.45
_minhyp_124_124_1__,421989.469057,211981.238202,2654.40724187,440.7
_minhyp_124_124_1__,421990.682498,211982.119996,2654.31209537,437.95
_minhyp_124_124_1__,421991.89594,211983.001789,2654.23074991,435.2
_minhyp_124_124_1__,421993.109381,211983.883583,2654.18277941,432.45
_minhyp_124_124_1__,421994.322823,211984.765376,2654.16818385,429.7
_minhyp_124_124_1__,421995.536264,211985.64717,2654.12510579,426.95
_minhyp_124_124_1__,421996.749706,211986.528963,2654.05331937,424.2
_minhyp_124_124_1__,421997.963147,211987.410756,2654.02261951,421.4
_minhyp_124_124_1__,421999.176588,211988.29255,2654.03300619,418.65
_minhyp_124_124_1__,422000.39003,211989.174343,2654.05940342,415.9
_minhyp_124_124_1__,422001.603471,211990.056137,2654.01401994,413.15
_minhyp_124_124_1__,422002.816913,211990.93793,2653.88836262,410.4
_minhyp_124_124_1__,422004.030354,211991.819724,2653.80379187,407.65
_minhyp_124_124_1__,422005.243796,211992.701517,2653.75631145,405
_minhyp_124_124_1__,422006.457237,211993.583311,2653.68056665,402.55
_minhyp_124_124_1__,422007.670679,211994.465104,2653.55688054,400.2
_minhyp_124_124_1__,422008.88412,211995.346898,2653.43520571,398
_minhyp_124_124_1__,422010.097562,211996.228691,2653.41497164,395.95
_minhyp_124_124_1__,422011.311003,211997.110485,2653.45444438,393.85
_minhyp_124_124_1__,422012.524445,211997.992278,2653.44597575,391.8
_minhyp_124_124_1__,422013.737886,211998.874072,2653.38956602,389.75
_minhyp_124_124_1__,422014.977664,211999.713491,2653.28238783,387.65
_minhyp_124_124_1__,422016.30553,212000.411183,2653.27596881,385.6
_minhyp_124_124_1__,422017.633395,212001.108875,2653.23315961,383.55
_minhyp_124_124_1__,422018.96126,212001.806567,2653.14515024,381.45
_minhyp_124_124_1__,422020.289125,212002.504259,2653.01314937,379.4
_minhyp_124_124_1__,422021.61699,212003.201951,2652.89353691,377.35
_minhyp_124_124_1__,422022.944856,212003.899643,2652.81617518,375.25
_minhyp_124_124_1__,422024.272721,212004.597334,2652.78106426,373.2
_minhyp_124_124_1__,422025.600586,212005.295026,2652.71106906,371.15
_minhyp_124_124_1__,422026.928451,212005.992718,2652.59143662,369.05
_minhyp_124_124_1__,422028.256317,212006.69041,2652.51702238,367
_minhyp_124_124_1__,422029.584182,212007.388102,2652.4878265,364.9
_minhyp_124_124_1__,422030.912047,212008.085794,2652.47777185,362.85
_minhyp_124_124_1__,422032.239912,212008.783486,2652.42476995,360.8
_minhyp_124_124_1__,422033.567777,212009.481178,2652.32654978,358.7
_minhyp_124_124_1__,422034.895643,212010.17887,2652.18470676,356.65
_minhyp_124_124_1__,422036.223508,212010.876561,2652.15689143,354.6
_minhyp_124_124_1__,422037.551373,212011.574253,2652.09717926,352.5
_minhyp_124_124_1__,422038.882994,212012.26464,2651.99409831,350.45
_minhyp_124_124_1__,422040.223027,212012.938668,2651.85344211,348.4
_minhyp_124_124_1__,422041.563059,212013.612696,2651.74302579,347.35
_minhyp_124_124_1__,422042.903091,212014.286724,2651.67523013,346.3
_time_112_112_1_112_2__,421940.365403,211847.125352,2661.6387668,615.75
_time_112_112_1_112_2__,421941.457703,211846.097305,2661.66974733,617.7
_time_112_112_1_112_2__,421942.550003,211845.069258,2661.68905986,618.35
_time_112_112_1_112_2__,421943.642303,211844.04121,2661.88297007,619.6
_time_112_112_1_112_2__,421944.734603,211843.013163,2662.10382371,620.9
_time_112_112_1_112_2__,421945.826903,211841.985116,2662.33361234,622.2
_time_112_112_1_112_2__,421946.919203,211840.957069,2662.55076346,623.45
_time_112_112_1_112_2__,421948.011503,211839.929022,2662.7417854,624.75
_time_112_112_1_112_2__,421949.103803,211838.900975,2662.77786872,626.05
_time_112_112_1_112_2__,421950.196103,211837.872928,2662.83404223,627.35
_time_112_112_1_112_2__,421951.288403,211836.844881,2662.89244325,628.6
_time_112_112_1_112_2__,421952.380703,211835.816834,2662.93198246,629.9
_time_112_112_1_112_2__,421953.473003,211834.788787,2662.99430089,631.2
_time_112_112_1_112_2__,421954.565303,211833.76074,2663.22261881,632.45
_time_112_112_1_112_2__,421955.657603,211832.732693,2663.47585135,633.75
_time_112_112_1_112_2__,421956.749903,211831.704646,2663.71801735,635.05
_time_112_112_1_112_2__,421957.842203,211830.676599,2663.93772464,636.35
_time_112_112_1_112_2__,421958.934503,211829.648552,2664.08555704,637.6
_time_112_112_1_112_2__,421960.03049,211828.624442,2664.1483455,638.9
_time_112_112_1_112_2__,421961.127902,211827.601853,2664.23725,640.2
_time_112_112_1_112_2__,421962.225314,211826.579265,2664.30101452,641.45
_time_112_112_1_112_2__,421963.322726,211825.556677,2664.33963912,642.75
_time_112_112_1_112_2__,421964.420137,211824.534088,2664.46354949,644.05
_time_112_112_1_112_2__,421965.517549,211823.5115,2664.74692757,645.35
_time_112_112_1_112_2__,421966.614961,211822.488911,2665.03250991,646.6
_time_112_112_1_112_2__,421967.712373,211821.466323,2665.28758217,647.9
_time_112_112_1_112_2__,421968.809785,211820.443735,2665.51214462,649.2
_time_112_112_1_112_2__,421969.907197,211819.421146,2665.64098605,650.45
_time_112_112_1_112_2__,421971.004609,211818.398558,2665.76450382,651.75
_time_112_112_1_112_2__,421972.102021,211817.375969,2665.86084727,653.05
_time_112_112_1_112_2__,421973.199433,211816.353381,2665.92488358,654.35
_time_112_112_1_112_2__,421974.296845,211815.330793,2665.95661279,655.6
_time_112_112_1_112_2__,421975.394257,211814.308204,2666.18224662,656.9
_time_112_112_1_112_2__,421976.491669,211813.285616,2666.52134008,658.2
_time_112_112_1_112_2__,421977.589081,211812.263027,2666.82630749,659.45
_time_112_112_1_112_2__,421978.686493,211811.240439,2667.09714836,660.75
_time_112_112_1_112_2__,421979.783905,211810.217851,2667.33386294,662.05
_time_112_112_1_112_2__,421980.881317,211809.195262,2667.50964765,663.35
_time_112_112_1_112_2__,421981.978729,211808.172674,2667.63894864,664.45
_time_112_112_1_112_2__,421983.07614,211807.150085,2667.73052879,665.35
_time_112_112_1_112_2__,421984.173552,211806.127497,2667.7843881,666.2
_time_112_112_1_112_2__,421985.270964,211805.104909,2667.82073487,666.9
_time_112_112_1_112_2__,421986.368376,211804.08232,2668.17896231,667.55
_time_112_112_1_112_2__,421987.465788,211803.059732,2668.53465755,668.25
_time_112_112_1_112_2__,421988.5632,211802.037143,2668.85535004,669.05
_time_112_112_1_112_2__,421989.660612,211801.014555,2669.14103925,669.9
_time_112_112_1_112_2__,421990.758024,211799.991967,2669.45110212,670.85
_time_112_112_1_112_2__,421991.855436,211798.969378,2669.59025452,671.9
_time_112_112_1_112_2__,421992.952848,211797.94679,2669.69348328,672.95
_time_112_112_1_112_2__,421994.05026,211796.924201,2669.7607885,674.05
_time_112_112_1_112_2__,421995.147672,211795.901613,2669.79923552,675.15
_time_112_112_1_112_2__,421996.245084,211794.879025,2669.92323562,676.2
_time_112_112_1_112_2__,421997.342496,211793.856436,2670.31381997,677.25
_time_112_112_1_112_2__,421998.439908,211792.833848,2670.67029964,678.25
_time_112_112_1_112_2__,421999.53732,211791.811259,2670.99267521,679.3
_time_112_112_1_112_2__,422000.634731,211790.788671,2671.30970245,680.4
_time_112_112_1_112_2__,422001.732143,211789.766083,2671.60819527,681.5
_time_112_112_1_112_2__,422002.829555,211788.743494,2671.70953914,682.65
_time_112_112_1_112_2__,422003.926967,211787.720906,2671.78035124,683.75
_time_112_112_1_112_2__,422005.024379,211786.698317,2671.82103442,684.9
_time_112_112_1_112_2__,422006.121791,211785.675729,2671.87828897,686.1
_time_112_112_1_112_2__,422007.219203,211784.653141,2672.05984919,687.25
_time_112_112_1_112_2__,422008.316615,211783.630552,2672.42195983,688.45
_time_112_112_1_112_2__,422009.414027,211782.607964,2672.75713297,689.6
_time_112_112_1_112_2__,422010.511439,211781.585375,2673.07449992,690.7
_time_112_112_1_112_2__,422011.608851,211780.562787,2673.41290566,691.8
_time_112_112_1_112_2__,422012.690336,211779.524308,2673.64714558,692.75
_time_112_112_1_112_2__,422013.710391,211778.424541,2673.71231007,693.6
_time_112_112_1_112_2__,422014.730447,211777.324775,2673.75324146,694.4
_time_112_112_1_112_2__,422015.750502,211776.225008,2673.79060988,695.05
_time_112_112_1_112_2__,422016.770558,211775.125241,2673.85323178,695.65
_time_112_112_1_112_2__,422017.790613,211774.025475,2674.20876788,696.25
_time_112_112_1_112_2__,422018.810668,211772.925708,2674.57736037,696.75
_time_112_112_1_112_2__,422019.830724,211771.825941,2674.92171975,697.3
_time_112_112_1_112_2__,422020.850779,211770.726174,2675.27298977,697.8
_time_112_112_1_112_2__,422021.870835,211769.626408,2675.54938686,698.35
_time_112_112_1_112_2__,422022.89089,211768.526641,2675.6225923,698.95
_time_112_112_1_112_2__,422023.910946,211767.426874,2675.67246297,699.55
_time_112_112_1_112_2__,422024.931001,211766.327108,2675.69899882,700.15
_time_112_112_1_112_2__,422025.951057,211765.227341,2675.74534188,700.8
_time_112_112_1_112_2__,422026.971112,211764.127574,2676.07272953,701.45
_time_112_112_1_112_2__,422027.991168,211763.027808,2676.44929561,702.05
_time_112_112_1_112_2__,422029.011223,211761.928041,2676.8034255,702.7
_time_112_112_1_112_2__,422030.031279,211760.828274,2677.13606025,703.3
_time_112_112_1_112_2__,422031.051334,211759.728507,2677.42833633,703.9
_time_112_112_1_112_2__,422032.07139,211758.628741,2677.50233602,704.55
_time_112_112_1_112_2__,422033.091445,211757.528974,2677.55569592,705.2
_time_112_112_1_112_2__,422034.111501,211756.429207,2677.58841604,705.85
_time_112_112_1_112_2__,422035.131556,211755.329441,2677.60575002,706.55
_time_112_112_1_112_2__,422036.151612,211754.229674,2677.88984612,707.25
_time_112_112_1_112_2__,422037.171667,211753.129907,2678.25725694,708
_time_112_112_1_112_2__,422038.191723,211752.03014,2678.604028,708.75
_time_112_112_1_112_2__,422039.211778,211750.930374,2678.93015895,709.55
_time_112_112_1_112_2__,422040.231834,211749.830607,2679.20645999,710.35
_time_112_112_1_112_2__,422041.251889,211748.73084,2679.28246193,711.25
_time_112_112_1_112_2__,422042.271945,211747.631074,2679.33962076,712.15
_time_112_112_1_112_2__,422043.292,211746.531307,2679.37793646,713.1
_time_112_112_1_112_2__,422044.312056,211745.43154,2679.39740905,714.05
_time_112_112_1_112_2__,422045.332111,211744.331774,2679.61839348,715
_time_112_112_1_112_2__,422046.352167,211743.232007,2679.98295343,716.05
_time_112_112_1_112_2__,422047.372222,211742.13224,2680.32774999,717.1
_time_112_112_1_112_2__,422048.413291,211741.052588,2680.6473835,718.25
_time_112_112_1_112_2__,422049.467424,211739.98544,2680.94053978,719.4
_time_112_112_1_112_2__,422050.521557,211738.918293,2681.00849535,720.55
_time_112_112_1_112_2__,422051.575691,211737.851146,2681.08010802,721.75
_time_112_112_1_112_2__,422052.629824,211736.783999,2681.13102398,722.95
_time_112_112_1_112_2__,422053.683957,211735.716852,2681.16124326,724.15
_time_112_112_1_112_2__,422054.73809,211734.649704,2681.2756427,725.35
_time_112_112_1_112_2__,422055.792224,211733.582557,2681.62242137,726.45
_time_112_112_1_112_2__,422056.846357,211732.51541,2681.96057843,727.6
_time_112_112_1_112_2__,422057.90049,211731.448263,2682.28162008,728.7
_time_112_112_1_112_2__,422058.954623,211730.381116,2682.58554633,729.85
_time_112_112_1_112_2__,422060.008756,211729.313968,2682.71354638,731.05
_time_112_112_1_112_2__,422061.06289,211728.246821,2682.77309751,732.3
_time_112_112_1_112_2__,422062.117023,211727.179674,2682.81733483,733.55
_time_112_112_1_112_2__,422063.171156,211726.112527,2682.84625837,734.8
_time_112_112_1_112_2__,422064.226553,211725.04664,2682.85986188,736.1
_time_112_112_1_112_2__,422065.291208,211723.98999,2683.14597458,737.35
_time_112_112_1_112_2__,422066.355863,211722.93334,2683.45207246,738.65
_time_112_112_1_112_2__,422067.420518,211721.87669,2683.74828293,739.95
_time_112_112_1_112_2__,422068.485173,211720.82004,2684.03460599,741.3
_time_112_112_1_112_2__,422069.549828,211719.763389,2684.25258622,742.75
_time_112_112_1_112_2__,422070.614483,211718.706739,2684.27100617,744.25
_time_112_112_1_112_2__,422071.679139,211717.650089,2684.28891658,745.8
_time_112_112_1_112_2__,422072.743794,211716.593439,2684.30142186,747.35
_time_112_112_1_112_2__,422073.808449,211715.536789,2684.30852203,749
_time_112_112_1_112_2__,422074.873104,211714.480139,2684.44215814,750.55
