x1,y1,G_dgm
421684.643917,211565.440965,2919.44560774
421684.524772,211564.448088,2919.40643105
421684.405627,211563.455211,2919.35060608
421684.286481,211562.462334,2919.25114295
421684.167336,211561.469458,2919.10550275
421684.048191,211560.476581,2918.92156211
421683.929046,211559.483704,2918.81259127
421683.809901,211558.490827,2918.69544172
421683.690755,211557.49795,2918.57011345
421683.57161,211556.505073,2918.43660646
421683.452465,211555.512197,2918.29492076
421683.683301,211554.632977,2918.24839287
421684.363066,211553.899546,2918.21497906
421685.042831,211553.166116,2918.17296409
421685.722595,211552.432686,2918.12234795
421686.40236,211551.699255,2918.06313064
421687.082125,211550.965825,2917.93168186
421687.761889,211550.232395,2917.74681522
421688.441654,211549.498964,2917.60357018
421689.121419,211548.765534,2917.55807267
421689.801183,211548.032104,2917.52038774
421690.480948,211547.298674,2917.55449068
421691.160713,211546.565243,2917.70440761
421691.840477,211545.831813,2917.83348908
421692.520242,211545.098383,2917.94173512
421693.200007,211544.364952,2918.0291457
421693.879771,211543.631522,2918.0836803
421694.559536,211542.898092,2918.00408422
421695.239301,211542.164662,2917.92228012
421695.919065,211541.431231,2917.83826799
421696.59883,211540.697801,2917.75204782
421697.278595,211539.964371,2917.66361964
421697.958359,211539.23094,2917.6769531
421698.638124,211538.49751,2917.77871823
421699.317889,211537.76408,2917.82043263
421699.997653,211537.030649,2917.83244645
421700.677418,211536.297219,2917.83184199
421701.357183,211535.563789,2917.80698108
421702.036947,211534.830359,2917.72846074
421702.716712,211534.096928,2917.63269569
421703.396477,211533.363498,2917.51968593
421704.076241,211532.630068,2917.38943147
421704.756006,211531.896637,2917.24193231
421705.435771,211531.163207,2917.19681335
421706.115535,211530.429777,2917.2378234
421706.7953,211529.696346,2917.35700408
421707.475065,211528.962916,2917.45787339
421708.154829,211528.229486,2917.53463063
421708.834594,211527.496056,2917.58727581
421709.514359,211526.762625,2917.58498865
421710.194123,211526.029195,2917.57042776
421710.873888,211525.295765,2917.54587507
421711.553653,211524.562334,2917.51133056
421712.233417,211523.828904,2917.46679424
421712.913182,211523.095474,2917.42626907
421713.592947,211522.362044,2917.40418597
421714.272711,211521.628613,2917.34061011
421714.952476,211520.895183,2917.28372491
421715.632241,211520.161753,2917.23353037
421716.312005,211519.428322,2917.19002648
421716.99177,211518.694892,2917.12955376
421717.671535,211517.961462,2917.05603899
421718.351299,211517.228031,2916.9806367
421719.031064,211516.494601,2916.90334689
421719.710829,211515.761171,2916.82416956
421720.390593,211515.027741,2916.74352475
421721.070358,211514.29431,2916.7387348
421721.750123,211513.56088,2916.74569581
421722.429887,211512.82745,2916.75451221
421723.109652,211512.094019,2916.765184
421723.789417,211511.360589,2916.77771118
421724.469181,211510.627159,2916.7827321
421725.148946,211509.893728,2916.77399081
421725.828711,211509.160298,2916.76854265
421726.508475,211508.426868,2916.7663876
421727.18824,211507.693438,2916.76752568
421727.868005,211506.960007,2916.77195688
421728.547769,211506.226577,2916.80811257
421729.227534,211505.493147,2916.86086395
421729.907299,211504.759716,2916.92427379
421730.587063,211504.026286,2916.9983421
421731.266828,211503.292856,2917.08306887
421731.946593,211502.559426,2917.17652994
421732.626357,211501.825995,2917.24878648
421733.306122,211501.092565,2917.3201595
421733.985887,211500.359135,2917.390649
421734.665651,211499.625704,2917.46025498
421735.345416,211498.892274,2917.52897744
421736.025181,211498.158844,2917.65525076
421736.704945,211497.425413,2917.82587009
421737.38471,211496.691983,2917.99043329
421738.064475,211495.958553,2918.14894036
421738.744239,211495.225123,2918.3013913
421739.424004,211494.491692,2918.44778611
421740.103769,211493.758262,2918.57031026
421740.783533,211493.024832,2918.67911559
421741.463298,211492.291401,2918.77894113
421742.143063,211491.557971,2918.8697869
421742.822827,211490.824541,2918.94972289
421743.502592,211490.09111,2919.00956327
421744.182356,211489.35768,2919.12122808
421744.862121,211488.62425,2919.24393689
421745.541886,211487.89082,2919.37768971
421746.22165,211487.157389,2919.52248652
421746.901415,211486.423959,2919.67832734
421747.58118,211485.690529,2919.82354767
421748.260944,211484.957098,2919.94972073
421748.940709,211484.223668,2920.07707449
421749.620474,211483.490238,2920.20560896
421750.300238,211482.756808,2920.33367655
421750.980003,211482.023377,2920.46039749
421751.659768,211481.289947,2920.55116888
421752.339532,211480.556517,2920.63054305
421753.019297,211479.823086,2920.70514622
421753.699062,211479.089656,2920.77497838
421754.378826,211478.356226,2920.84003953
421755.058591,211477.622795,2920.9047707
421755.738356,211476.889365,2920.97980884
421756.41812,211476.155935,2921.04497565
421757.097885,211475.422505,2921.10027113
421757.77765,211474.689074,2921.14741073
421758.457414,211473.955644,2921.18682862
421759.137179,211473.222214,2921.29616508
421759.816944,211472.488783,2921.48801139
421760.496708,211471.755353,2921.70613038
421761.176473,211471.021923,2921.95052204
421761.856238,211470.288492,2922.22118637
421762.536002,211469.555062,2922.51812339
421763.215767,211468.821632,2922.73612791
421763.895532,211468.088202,2922.9526318
421764.575296,211467.354771,2923.17774599
421765.255061,211466.621341,2923.56768587
421765.934826,211465.887911,2924.03512049
421766.61459,211465.15448,2924.51529636
421767.294355,211464.42105,2924.92087253
421767.97412,211463.68762,2925.30483459
421768.653884,211462.954189,2925.66718254
421769.333649,211462.220759,2926.00791637
421770.013414,211461.487329,2926.32703609
421770.693178,211460.753899,2926.58691477
421771.372943,211460.020468,2926.81351199
421772.052708,211459.287038,2927.03394023
421772.732472,211458.553608,2927.27129774
421773.412237,211457.820177,2927.48839052
421774.092002,211457.086747,2927.68521857
421774.771766,211456.353317,2928.10728718
421775.451531,211455.619887,2928.50899939
421776.131296,211454.886456,2928.88246305
421776.81106,211454.153026,2929.22767816
421777.490825,211453.419596,2929.54464473
421778.17059,211452.686165,2929.80287528
421778.850354,211451.952735,2929.97683985
421779.530119,211451.219305,2930.19404797
421780.209884,211450.485874,2930.55772597
421780.889648,211449.752444,2930.88418367
421781.569413,211449.019014,2931.26604403
421782.249178,211448.285584,2931.9370002
421782.928942,211447.552153,2932.65243238
421783.608707,211446.818723,2933.3267426
421784.288472,211446.085293,2933.95993089
421784.968236,211445.351862,2934.55015867
421785.648001,211444.618432,2935.06832808
421786.327766,211443.885002,2935.51811712
421787.00753,211443.151571,2935.86131193
421787.687295,211442.418141,2936.12142403
421788.36706,211441.684711,2936.33586461
421789.046824,211440.951281,2936.50463367
421789.726589,211440.21785,2936.6277312
421790.406354,211439.48442,2936.84878937
421791.086118,211438.75099,2937.03337611
421791.765883,211438.017559,2937.39509264
421792.445648,211437.284129,2937.92113143
421793.125412,211436.550699,2938.43979913
421793.805177,211435.817269,2938.95109573
421794.293748,211434.970631,2939.45502123
421794.609975,211434.021947,2939.87869738
421794.926203,211433.073264,2940.27754441
421795.242431,211432.124581,2940.58185909
421795.558659,211431.175898,2940.80572379
421795.874886,211430.227214,2941.0172187
421796.191114,211429.278531,2941.21634384
421796.507342,211428.329848,2941.4030992
421796.82357,211427.381164,2941.71307068
421797.139797,211426.432481,2942.05749538
421797.456025,211425.483798,2942.44355789
421797.772253,211424.535114,2942.87655475
421798.088481,211423.586431,2943.29653747
421798.404709,211422.637748,2943.70350606
421798.720936,211421.689065,2944.0974605
421799.037164,211420.740381,2944.43473341
421799.353392,211419.791698,2944.72306699
421799.66962,211418.843015,2944.94484999
421799.985847,211417.894331,2945.11132447
421800.302075,211416.945648,2945.26939297
421800.618303,211415.996965,2945.41905549
421800.934531,211415.048281,2945.56031203
421801.250758,211414.099598,2945.77277862
421801.566986,211413.150915,2946.11581031
421801.883214,211412.202232,2946.45344704
421802.199442,211411.253548,2946.77917192
421802.515669,211410.304865,2947.07138027
421802.831897,211409.356182,2947.33007208
421803.148125,211408.407498,2947.55524736
421803.464353,211407.458815,2947.73979555
421803.780581,211406.510132,2947.85883224
421804.096808,211405.561448,2947.93930404
421804.413036,211404.612765,2947.98796185
421804.729264,211403.664082,2948.00969317
421805.045492,211402.715399,2948.00449802
421805.361719,211401.766715,2947.97237639
421805.677947,211400.818032,2947.91975375
421805.994175,211399.869349,2948.07387031
421806.310403,211398.920665,2948.3260872
421806.62663,211397.971982,2948.62209264
421806.942858,211397.023299,2948.88297063
421807.259086,211396.074615,2949.10872119
421807.575314,211395.125932,2949.29934432
421807.891542,211394.177249,2949.45484001
421808.207769,211393.228566,2949.57584855
421808.523997,211392.279882,2949.68885386
421808.840225,211391.331199,2949.87223858
421809.156453,211390.382516,2950.4106246
421809.47268,211389.433832,2950.93463857
421809.788908,211388.485149,2951.44428048
421810.105136,211387.536466,2951.98879391
421810.421364,211386.587782,2952.52292076
421810.737591,211385.639099,2953.0414226
421811.053819,211384.690416,2953.54429945
421811.370047,211383.741733,2954.03155129
421811.818987,211382.906756,2954.50055726
421812.707961,211382.4488,2954.95116012
421813.596936,211381.990843,2955.38444848
421814.485911,211381.532887,2955.80042235
421815.374885,211381.07493,2956.21814189
421816.26386,211380.616973,2956.75086845
421817.152834,211380.159017,2957.30262989
421818.041809,211379.70106,2957.85363729
421818.930783,211379.243104,2958.40389065
421819.819758,211378.785147,2958.95338998
421820.708732,211378.327191,2959.49582628
421821.597707,211377.869234,2960.00317115
421822.486682,211377.411277,2960.50960891
421823.375656,211376.953321,2961.01513956
421824.264631,211376.495364,2961.5197631
421825.153605,211376.037408,2962.02347952
421826.04258,211375.579451,2962.61504015
421826.931554,211375.121494,2963.21767407
421827.820529,211374.663538,2963.82228663
421828.709503,211374.205581,2964.04817621
421829.598478,211373.747625,2963.72036983
421830.487453,211373.289668,2963.39985812
421831.376427,211372.831711,2963.08162607
421832.265402,211372.373755,2962.76567366
421833.154376,211371.915798,2962.45200089
421834.043351,211371.457842,2962.18313879
421834.932325,211370.999885,2961.91982904
421835.8213,211370.541929,2961.64487094
421836.710274,211370.083972,2961.35760947
421837.599249,211369.626015,2961.06219678
421838.488224,211369.168059,2960.75889449
421839.377198,211368.710102,2960.44585597
421840.266173,211368.252146,2960.12258481
421841.155147,211367.794189,2959.789081
421842.044122,211367.336232,2959.44534456
421842.933096,211366.878276,2959.26041102
421843.822071,211366.420319,2959.2206185
421844.711045,211365.962363,2959.18832701
421845.60002,211365.504406,2959.16353655
421846.488995,211365.046449,2959.14624712
421847.377969,211364.588493,2959.08846494
421848.266944,211364.130536,2958.96945177
421849.155918,211363.67258,2958.84980823
421850.044893,211363.214623,2958.72953432
421850.933867,211362.756666,2958.60863004
421851.822842,211362.29871,2958.55472412
421852.711816,211361.840753,2958.64874085
421853.600791,211361.382797,2958.75096034
421854.489766,211360.92484,2958.8613826
421855.37874,211360.466884,2958.98000762
421856.267715,211360.008927,2959.07787719
421857.156689,211359.55097,2959.13517834
421858.045664,211359.093014,2959.34052765
421858.934638,211358.635057,2959.57026324
421859.792602,211358.136881,2959.8243851
421860.461566,211357.393587,2959.25679334
421861.130531,211356.650293,2958.79522006
421861.799496,211355.906999,2958.80480902
421862.468461,211355.163705,2958.76193902
421863.137425,211354.42041,2958.66610028
421863.80639,211353.677116,2958.51729278
421864.475355,211352.933822,2958.29522693
421865.14432,211352.190528,2958.00688692
421865.813284,211351.447234,2957.68089847
421866.482249,211350.70394,2957.31726158
421867.151214,211349.960646,2956.91597625
421867.820178,211349.217351,2956.47704249
421868.489143,211348.474057,2956.37866642
421869.158108,211347.730763,2956.27224127
421869.827073,211346.987469,2956.14774798
421870.496037,211346.244175,2956.01556719
421871.165002,211345.500881,2955.8756989
421871.833967,211344.757587,2955.67501351
421872.502932,211344.014292,2955.29953039
421873.171896,211343.270998,2954.8758129
421873.840861,211342.527704,2954.40386104
421874.509826,211341.78441,2953.8836748
421875.178791,211341.041116,2953.31525418
421875.847755,211340.297822,2952.93887281
421876.51672,211339.554528,2952.87190167
421877.185685,211338.811233,2952.87908511
421877.854649,211338.067939,2952.83398731
421878.523614,211337.324645,2952.73660826
421879.192579,211336.581351,2952.57255565
421879.861544,211335.838057,2952.22893966
421880.530508,211335.094763,2951.85721428
421881.199473,211334.351469,2951.45737954
421881.868438,211333.608174,2951.02943542
421882.537403,211332.86488,2950.57338192
421883.206367,211332.121586,2950.1029249
421883.875332,211331.378292,2949.66330206
421884.544297,211330.634998,2949.25941666
421885.213262,211329.891704,2948.85426563
421885.882226,211329.14841,2948.44784898
421886.850856,211328.967012,2948.0401667
421887.840806,211328.825591,2947.5355702
421888.830755,211328.68417,2946.99962701
421889.820705,211328.542748,2946.44054319
421890.810654,211328.401327,2945.85831875
421891.800604,211328.259906,2945.25295368
421892.790553,211328.118484,2944.62292696
421893.780503,211327.977063,2944.06035374
421894.770452,211327.835641,2943.70849352
421895.760402,211327.69422,2943.35457862
421896.750351,211327.552799,2942.99860903
421897.740301,211327.411377,2942.64058476
421898.73025,211327.269956,2942.26190215
421899.7202,211327.128535,2941.88022877
421900.710149,211326.987113,2941.50327414
421901.700099,211326.845692,2941.13103826
421902.690048,211326.704271,2940.76352113
421903.679998,211326.562849,2940.47357387
421904.669947,211326.421428,2940.59498142
421905.659897,211326.280007,2940.60874434
421906.612023,211326.026148,2940.08556485
421907.486181,211325.540505,2939.08031202
421908.360338,211325.054862,2938.06818783
421909.234495,211324.569219,2937.04919226
421910.108652,211324.083576,2936.05185895
421910.98281,211323.597933,2935.19907494
421911.856967,211323.11229,2934.32560912
421912.731124,211322.626647,2933.4314615
421913.605282,211322.141004,2932.51663209
421914.479439,211321.655361,2931.58574873
421915.353596,211321.169718,2930.70735326
421916.227753,211320.684075,2929.81738084
421917.101911,211320.198432,2928.91583145
421917.976068,211319.712789,2928.0027051
421918.850225,211319.227146,2927.07364922
421919.724382,211318.741504,2926.3268554
421920.59854,211318.255861,2925.58549694
421921.472697,211317.770218,2924.84430591
421922.346854,211317.284575,2924.1032823
421923.221012,211316.798932,2923.3624261
421924.095169,211316.313289,2922.67770612
421924.969326,211315.827646,2921.99854128
421925.843483,211315.342003,2921.31766662
421926.717641,211314.85636,2920.63508213
421927.591798,211314.370717,2919.95078781
421928.465955,211313.885074,2919.27931184
421929.340113,211313.399431,2918.61088827
421930.21427,211312.913788,2917.94196601
421931.088427,211312.428145,2917.27254505
421931.962584,211311.942503,2916.60262539
421932.836742,211311.45686,2915.97098507
421933.710899,211310.971217,2915.35493411
421934.585056,211310.485574,2914.73865517
421935.459213,211309.999931,2914.12214825
421936.333371,211309.514288,2913.50541335
421937.207528,211309.028645,2912.87800924
421938.081685,211308.543002,2912.24233661
421938.955843,211308.057359,2911.60436639
421939.83,211307.571716,2910.9640986
421940.704157,211307.086073,2910.32153322
421941.578314,211306.60043,2909.72650798
421942.452472,211306.114787,2909.17801842
421943.326629,211305.629144,2908.64367898
421944.200786,211305.143501,2908.11073591
421945.074943,211304.657859,2907.5791892
421945.949101,211304.172216,2907.1204408
421946.823258,211303.686573,2906.75050428
421947.697415,211303.20093,2906.37945994
421948.571573,211302.715287,2906.00730777
421949.44573,211302.229644,2905.63404777
421950.319887,211301.744001,2905.26402464
421951.194044,211301.258358,2904.90096931
421952.068202,211300.772715,2904.53713031
421952.942359,211300.287072,2904.17250764
421953.816516,211299.801429,2903.8071013
421954.690674,211299.315786,2903.43049971
421955.564831,211298.830143,2903.02212582
421956.438988,211298.3445,2902.60901427
421957.313145,211297.858858,2902.19116508
421958.187303,211297.373215,2901.76857824
421959.037853,211296.851168,2901.34673123
421959.837853,211296.251168,2900.94547464
421960.637853,211295.651168,2900.53990786
421961.437853,211295.051168,2900.13003089
421962.237853,211294.451168,2899.71584373
421963.037853,211293.851168,2899.29319463
421963.837853,211293.251168,2898.82892269
421964.637853,211292.651168,2898.36809533
421965.437853,211292.051168,2897.91259865
421966.237853,211291.451168,2897.46208148
421967.037853,211290.851168,2897.01143957
421967.837853,211290.251168,2896.60081321
421968.637853,211289.651168,2896.19197504
421969.437853,211289.051168,2895.78492507
421970.237853,211288.451168,2895.3796633
421971.037853,211287.851168,2894.97618972
421971.837853,211287.251168,2894.61360232
421972.637853,211286.651168,2894.25458862
421973.437853,211286.051168,2893.89538613
421974.237853,211285.451168,2893.53599484
421975.037853,211284.851168,2893.17641476
421975.837853,211284.251168,2892.82990045
421976.637853,211283.651168,2892.48742768
421977.437853,211283.051168,2892.14633346
421978.237853,211282.451168,2891.8066178
421979.037853,211281.851168,2891.46828068
421979.837853,211281.251168,2891.12419604
421980.637853,211280.651168,2890.77838334
421981.437853,211280.051168,2890.43329733
421982.237853,211279.451168,2890.08893799
421983.037853,211278.851168,2889.74530533
421983.837853,211278.251168,2889.41075154
421984.637853,211277.651168,2889.08194219
421985.437853,211277.051168,2888.75446152
421986.237853,211276.451168,2888.42830953
421987.037853,211275.851168,2888.10413427
421987.837853,211275.251168,2887.79092267
421988.637853,211274.651168,2887.59855455
421989.437853,211274.051168,2887.48718773
421990.237853,211273.451168,2887.37768686
421991.037853,211272.851168,2887.27005194
421991.837853,211272.251168,2887.16428299
421992.637853,211271.651168,2887.05130968
421993.437853,211271.051168,2886.93746135
421994.237853,211270.451168,2886.82513327
421995.037853,211269.851168,2886.71432543
421995.837853,211269.251168,2886.60503784
421996.637853,211268.651168,2886.48214947
421997.437853,211268.051168,2886.3478496
421998.237853,211267.451168,2886.20940118
421999.037853,211266.851168,2886.06680421
421999.837853,211266.251168,2885.9200587
422000.637853,211265.651168,2885.76487527
422001.437853,211265.051168,2885.60182576
422002.237853,211264.451168,2885.43711118
422003.037853,211263.851168,2885.27717561
422003.837853,211263.251168,2885.11855198
422004.637853,211262.651168,2884.92873185
422005.437853,211262.051168,2884.68262564
422006.237853,211261.451168,2884.43715766
422007.037853,211260.851168,2884.19232792
422007.837853,211260.251168,2883.94813642
422008.637853,211259.651168,2883.71318621
422009.437853,211259.051168,2883.51145345
422010.237853,211258.451168,2883.27971693
422011.037853,211257.851168,2882.99474712
422011.837853,211257.251168,2882.71259137
422012.637853,211256.651168,2882.41204261
422013.437853,211256.051168,2882.10103249
422014.237853,211255.451168,2881.79051203
422015.037853,211254.851168,2881.48048122
422015.837853,211254.251168,2881.17094008
422016.637853,211253.651168,2880.87498997
422017.437853,211253.051168,2880.58859123
422018.237853,211252.451168,2880.3027146
422019.037853,211251.851168,2880.01736008
422019.837853,211251.251168,2879.73252766
422020.637853,211250.651168,2879.49808147
422021.437853,211250.051168,2879.31022698
422022.237853,211249.451168,2879.12586205
422023.037853,211248.851168,2878.94498669
422023.837853,211248.251168,2878.76760089
422024.637853,211247.651168,2878.57483053
422025.437853,211247.051168,2878.36416377
422026.237853,211246.451168,2878.15650576
422027.037853,211245.851168,2877.95041776
422027.837853,211245.251168,2877.74326024
422028.637853,211244.651168,2877.50318782
422029.437853,211244.051168,2877.21600081
422030.237853,211243.451168,2876.92883149
422031.037853,211242.851168,2876.64167987
422031.837853,211242.251168,2876.35454595
422032.637853,211241.651168,2876.06494662
422033.437853,211241.051168,2875.77115127
422034.237853,211240.451168,2875.47783969
422035.037853,211239.851168,2875.18501187
422035.837853,211239.251168,2874.89266781
422036.637853,211238.651168,2874.596238
422037.437853,211238.051168,2874.29047728
422038.237853,211237.451168,2873.98693478
422039.037853,211236.851168,2873.68561049
422039.837853,211236.251168,2873.38650442
422040.693518,211235.770912,2873.0881754
422041.66791,211235.546052,2872.78694771
422042.642301,211235.321193,2872.48723914
422043.616692,211235.096333,2872.1890497
422044.591083,211234.871474,2871.89237938
422045.565474,211234.646614,2871.59748172
422046.539866,211234.421755,2871.30505064
422047.514257,211234.196895,2871.01372866
422048.488648,211233.972036,2870.72351579
422049.463039,211233.747176,2870.43441203
422050.43743,211233.522317,2870.14486873
422051.411821,211233.297457,2869.84478564
422052.386213,211233.072598,2869.54600633
422053.360604,211232.847738,2869.24853082
422054.334995,211232.622879,2868.9523591
422055.309386,211232.398019,2868.658246
422056.283777,211232.17316,2868.37478722
422057.258169,211231.9483,2868.09056047
422058.23256,211231.723441,2867.80685288
422059.206951,211231.498581,2867.52366445
422060.181342,211231.273722,2867.24099518
422061.155733,211231.048862,2866.93754557
422062.130125,211230.824003,2866.63463887
422063.104516,211230.599143,2866.33232802
422064.078907,211230.374284,2866.03061302
422065.053298,211230.149424,2865.72949387
422066.027689,211229.924565,2865.4163732
422067.002081,211229.699705,2865.10273408
422067.976472,211229.474846,2864.78939879
422068.950863,211229.249986,2864.47636732
422069.925254,211229.025127,2864.16363968
422070.899645,211228.800267,2863.83159539
422071.874037,211228.575408,2863.49658582
422072.848428,211228.350548,2863.16128423
422073.822819,211228.125689,2862.82569061
422074.79721,211227.900829,2862.48980496
422075.771601,211227.67597,2862.1651472
422076.745993,211227.45111,2861.8432464
422077.720384,211227.226251,2861.52161108
422078.694775,211227.001391,2861.20024124
422079.669166,211226.776532,2860.87913688
422080.643557,211226.551672,2860.56385399
422081.617949,211226.326813,2860.25134567
422082.59234,211226.101953,2859.93995826
422083.566731,211225.877093,2859.62969175
422084.541122,211225.652234,2859.32054616
422085.515513,211225.427374,2858.98631989
422086.489905,211225.202515,2858.64073383
422087.464296,211224.977655,2858.29477315
422088.438687,211224.752796,2857.93860436
422089.413078,211224.527936,2857.58520878
422090.387469,211224.303077,2857.23901494
422091.361861,211224.078217,2856.89708507
422092.336252,211223.853358,2856.556987
422093.310643,211223.628498,2856.21872074
422094.285034,211223.403639,2855.88228627
422095.259425,211223.178779,2855.51753163
422096.233816,211222.95392,2855.13190703
422097.208208,211222.72906,2854.74684583
422098.018551,211222.143433,2854.36234804
422098.828493,211221.556923,2853.97841365
422099.638435,211220.970414,2853.61374806
422100.448377,211220.383904,2853.26628387
422101.25832,211219.797394,2852.91874593
422102.068262,211219.210884,2852.57113425
422102.878204,211218.624374,2852.22344882
422103.688146,211218.037864,2852.08177571
422104.498088,211217.451355,2852.14918568
422105.30803,211216.864845,2852.21642023
422106.117972,211216.278335,2852.33089091
422106.927914,211215.691825,2852.47197785
422107.737857,211215.105315,2852.60666601
422108.547799,211214.518806,2852.73495536
422109.357741,211213.932296,2852.85684593
422110.167683,211213.345786,2852.97616804
422110.977625,211212.759276,2853.10861043
422111.787567,211212.172766,2853.23569946
422112.597509,211211.586257,2853.3574351
422113.407451,211210.999747,2853.47381738
422114.217394,211210.413237,2853.57881278
422115.027336,211209.826727,2853.68960149
422115.837278,211209.240217,2853.80443355
422116.64722,211208.653708,2853.9183114
422117.457162,211208.067198,2854.03123505
422118.267104,211207.480688,2854.14320449
422119.077046,211206.894178,2854.26379453
422119.886988,211206.307668,2854.39954419
422120.696931,211205.721158,2854.52604648
422121.506873,211205.134649,2854.6433014
422122.316815,211204.548139,2854.75130894
422123.126757,211203.961629,2854.8500691
422123.936699,211203.375119,2854.98135533
422124.746641,211202.788609,2855.15390549
422125.556583,211202.2021,2855.32234055
422126.366525,211201.61559,2855.48442594
422127.176468,211201.02908,2855.64016165
422127.98641,211200.44257,2855.78449529
422128.796352,211199.85606,2855.9193931
422129.606294,211199.269551,2856.05231234
422130.416236,211198.683041,2856.18325301
422131.226178,211198.096531,2856.3122151
422132.03612,211197.510021,2856.44012352
422132.846062,211196.923511,2856.61526592
422133.656004,211196.337001,2856.77825622
422134.465947,211195.750492,2856.9311888
422135.275889,211195.163982,2857.08644507
422136.085831,211194.577472,2857.23128225
422136.895773,211193.990962,2857.35880627
422137.705715,211193.404452,2857.47208332
422138.515657,211192.817943,2857.57624631
422139.325599,211192.231433,2857.67129523
422140.105855,211191.606374,2857.75723007
422140.879813,211190.973136,2857.8454546
422141.65377,211190.339899,2857.99209153
422142.427727,211189.706661,2858.13972478
422143.201685,211189.073423,2858.28835432
422143.975642,211188.440185,2858.43798017
422144.749599,211187.806947,2858.60381998
422145.523556,211187.17371,2858.77005018
422146.297514,211186.540472,2858.92071438
422147.071471,211185.907234,2859.0662848
422147.845428,211185.273996,2859.20676145
422148.619386,211184.640759,2859.34214433
422149.393343,211184.007521,2859.43746774
422150.1673,211183.374283,2859.45168791
422150.941258,211182.741045,2859.47226478
422151.715215,211182.107807,2859.49919835
422152.489172,211181.47457,2859.53248861
422153.263129,211180.841332,2859.57213556
422154.037087,211180.208094,2859.56127433
422154.811044,211179.574856,2859.55249313
422155.610636,211179.004823,2859.55235804
422156.607034,211178.920023,2859.5588603
422157.603432,211178.835223,2859.5719999
422158.59983,211178.750423,2859.36396502
422159.596228,211178.665624,2859.04979926
422160.592626,211178.580824,2858.73269406
422161.589025,211178.496024,2858.41916592
422162.585423,211178.411224,2858.10921483
422163.581821,211178.326424,2857.80284079
422164.578219,211178.241624,2857.50148522
422165.574617,211178.156825,2857.21344047
422166.571015,211178.072025,2856.92933598
422167.567413,211177.987225,2856.64917176
422168.563811,211177.902425,2856.37294781
422169.560209,211177.817625,2856.09181866
422170.556607,211177.732825,2855.72474281
422171.553005,211177.648026,2855.3627144
422172.549403,211177.563226,2855.00573345
422173.545801,211177.478426,2854.65379994
422174.542199,211177.393626,2854.3022984
422175.538597,211177.308826,2853.85828859
422176.534995,211177.224026,2853.41297622
422177.531393,211177.139227,2852.96636128
422178.527791,211177.054427,2852.51844378
422179.524189,211176.969627,2852.06875758
422180.520587,211176.884827,2851.51083117
422181.516985,211176.800027,2850.95164478
422182.513383,211176.715227,2850.39119841
422183.509781,211176.630428,2849.82949206
422184.506179,211176.545628,2849.26652572
422185.502577,211176.460828,2848.56532061
422186.498975,211176.376028,2847.85611559
422187.495373,211176.291228,2847.14429793
422188.491771,211176.206429,2846.42986761
422189.488169,211176.121629,2845.71282464
422190.484567,211176.036829,2844.99749169
422191.480965,211175.952029,2844.27709641
422192.477363,211175.867229,2843.55114268
422193.473761,211175.782429,2842.81963049
422194.470159,211175.69763,2842.08255985
422195.466557,211175.61283,2841.61508672
422196.462955,211175.52803,2841.19034993
422197.459353,211175.44323,2840.76882949
422198.455751,211175.35843,2840.35052538
422199.452149,211175.27363,2839.93543762
422200.448547,211175.188831,2839.4179657
422201.444945,211175.104031,2838.87049712
422202.441343,211175.019231,2838.31280088
422203.437741,211174.934431,2837.74487698
422204.434139,211174.849631,2837.16672543
422205.430537,211174.764831,2836.72937046
422206.426935,211174.680032,2836.33001564
422207.423333,211174.595232,2836.03347075
422208.419731,211174.510432,2835.8095527
422209.416129,211174.425632,2835.58361557
422210.412527,211174.340832,2835.35565937
422211.408925,211174.256032,2835.0165894
422212.405323,211174.171233,2834.86049458
422213.401721,211174.086433,2834.84035625
422214.398119,211174.001633,2834.79260431
422215.394517,211173.916833,2834.71723876
422216.390915,211173.832033,2834.6142596
422217.387313,211173.747233,2834.48366682
422218.383711,211173.662434,2834.37073019
422219.380109,211173.577634,2834.17945506
422220.376507,211173.492834,2833.8952241
422221.372905,211173.408034,2833.54056917
422222.369303,211173.323234,2833.11549026
422223.365701,211173.238434,2832.61998738
422224.312455,211173.376945,2832.05406052
422225.179078,211173.875909,2831.53369242
422226.0457,211174.374874,2830.96201571
422226.912323,211174.873838,2830.39203949
422227.778945,211175.372803,2829.83713322
422228.645568,211175.871767,2829.29729691
422229.51219,211176.370731,2828.77253054
422230.378812,211176.869696,2828.26283412
422231.245435,211177.36866,2828.10831318
422232.112057,211177.867625,2827.92379365
422232.97868,211178.366589,2827.66264885
422233.845302,211178.865554,2827.36386997
422234.711925,211179.364518,2827.03436595
422235.578547,211179.863483,2826.67413678
422236.44517,211180.362447,2826.50853965
422237.311792,211180.861411,2826.35864693
422238.178415,211181.360376,2826.20780622
422239.045037,211181.85934,2826.06590394
422239.91166,211182.358305,2825.92644243
422240.778282,211182.857269,2825.78797895
422241.644904,211183.356234,2825.65051348
422242.511527,211183.855198,2825.50902839
422243.378149,211184.354163,2825.36162343
422244.244772,211184.853127,2825.21266759
422245.111394,211185.352091,2825.06216087
422245.978017,211185.851056,2824.91010328
422246.844639,211186.35002,2824.75591998
422247.711262,211186.848985,2824.59986495
422248.577884,211187.347949,2824.44297345
422249.444507,211187.846914,2824.28524549
422250.311129,211188.345878,2824.12668105
