x_450000,y_5000000,G_DGM10m
424851.660064,211149.347708,2578.54109631
424852.950258,211150.833844,2579.03116874
424854.112735,211152.461311,2579.58656717
424855.275211,211154.088778,2580.11675576
424856.458719,211155.696329,2580.61631793
424858.020457,211156.945719,2580.99284485
424859.582195,211158.195109,2581.34337139
424861.143932,211159.444499,2581.72865342
424862.70567,211160.693889,2582.15129954
424864.267408,211161.943279,2582.58840956
424865.829145,211163.192669,2583.00870365
424867.390883,211164.442059,2583.41218181
424868.95262,211165.69145,2583.79884405
424870.589593,211166.837949,2584.18023546
424872.253694,211167.947349,2584.60207952
424873.917795,211169.05675,2585.00133344
424875.581895,211170.16615,2585.3883283
424877.245996,211171.275551,2585.813954
424878.910096,211172.384951,2586.22146072
424880.309771,211173.761214,2586.69691839
424881.434391,211175.415067,2587.27398197
424882.559012,211177.06892,2587.82564372
424883.683632,211178.722773,2588.35190362
424884.808252,211180.376626,2588.87722751
424885.932872,211182.030479,2589.46352524
424887.057492,211183.684332,2590.02997013
424888.182112,211185.338185,2590.57656216
424889.306732,211186.992038,2591.10330133
424890.431352,211188.645891,2591.63784636
424891.555972,211190.299744,2592.21517555
424892.680592,211191.953597,2592.8544752
424893.805212,211193.60745,2593.47479385
424895.184014,211194.979426,2593.99903224
424896.944956,211195.927626,2594.38973609
424898.705898,211196.875826,2594.76340027
424900.466841,211197.824025,2595.14846928
424902.227783,211198.772225,2595.59561616
424903.988725,211199.720425,2596.02614733
424905.747496,211200.671542,2596.48320483
424907.16171,211202.085756,2597.06771404
424908.575923,211203.49997,2597.6382877
424909.990137,211204.914183,2598.19492581
424911.40435,211206.328397,2598.79329111
424912.818564,211207.74261,2599.37375206
424914.166517,211209.217333,2599.94764411
424915.446886,211210.753776,2600.57008999
424916.727255,211212.290218,2601.23599483
424918.035517,211213.798977,2601.88255249
424919.562289,211215.090862,2602.45741643
424921.089062,211216.382746,2603.04089902
424922.615834,211217.674631,2603.60699138
424924.142607,211218.966515,2604.14520222
424925.669379,211220.2584,2604.66812601
424927.196152,211221.550284,2605.22147478
424928.722925,211222.842168,2605.76016529
424930.316765,211224.048616,2606.27327251
424931.934237,211225.22496,2606.81592887
424933.551709,211226.401303,2607.3300447
424935.169181,211227.577647,2607.81561998
424936.786653,211228.75399,2608.27265472
424938.404126,211229.930333,2608.70114893
424940.006747,211231.126785,2609.18445044
424941.606747,211232.326785,2609.79919016
424943.206747,211233.526785,2610.38642363
424944.806747,211234.726785,2610.94615085
424946.206506,211236.128906,2611.51635432
424947.421406,211237.717621,2612.09400606
424948.636306,211239.306337,2612.64400641
424949.851206,211240.895053,2613.22953734
424951.066107,211242.483768,2613.88209812
424952.281007,211244.072484,2614.51382459
424953.495907,211245.6612,2615.11948298
424954.710807,211247.249915,2615.6990733
424955.925708,211248.838631,2616.25259554
424957.093511,211250.459335,2616.8059828
424958.122503,211252.174321,2617.41815157
424959.151494,211253.889306,2618.02390949
424960.34105,211255.492648,2618.60289592
424961.590441,211257.054386,2619.17926367
424962.839831,211258.616123,2619.73273698
424964.089221,211260.177861,2620.26885962
424965.338611,211261.739599,2620.83657199
424966.547581,211263.329441,2621.40949675
424967.576573,211265.044427,2622.01445802
424968.605565,211266.759412,2622.61714446
424969.634556,211268.474398,2623.2175561
424970.663548,211270.189384,2623.83365461
424971.708315,211271.894134,2624.45664548
424972.855239,211273.532598,2625.0523688
424974.002164,211275.171061,2625.63679675
424975.149089,211276.809525,2626.20992936
424976.296014,211278.447989,2626.77176661
424977.442938,211280.086453,2627.32391159
424978.589863,211281.724917,2627.89268021
424979.736788,211283.363381,2628.44852019
424980.883712,211285.001844,2629.03844413
424982.030637,211286.640308,2629.63079047
424983.177562,211288.278772,2630.21173134
424984.557964,211289.698245,2630.72578126
424986.119702,211290.947635,2631.21304064
424987.68144,211292.197026,2631.69293295
424989.243177,211293.446416,2632.15591407
424990.804915,211294.695806,2632.63960778
424992.366652,211295.945196,2633.15112187
424993.92839,211297.194586,2633.65807232
424995.490128,211298.443976,2634.16045912
424996.963181,211299.779322,2634.67840322
424998.163181,211301.379322,2635.29243053
424999.40038,211302.939999,2635.87239728
425001.064481,211304.0494,2636.33174056
425002.728581,211305.1588,2636.7973942
425004.392682,211306.2682,2637.25248293
425006.056783,211307.377601,2637.69700677
425007.720883,211308.487001,2638.13096569
425009.384984,211309.596402,2638.55435971
425011.049084,211310.705802,2639.02223636
425012.713185,211311.815202,2639.52201818
425014.377285,211312.924603,2640.02434207
425015.822142,211314.290792,2640.60058141
425017.178702,211315.760399,2641.20828107
425018.535263,211317.230006,2641.81872584
425019.891823,211318.699613,2642.43191571
425021.248383,211320.16922,2643.05351007
425022.604943,211321.638827,2643.72453656
425023.961503,211323.108434,2644.40777975
425025.316608,211324.579359,2645.10361787
425026.645335,211326.074178,2645.8185007
425027.974063,211327.568997,2646.54555487
425029.302791,211329.063815,2647.28478038
425030.631518,211330.558634,2648.06594235
425031.960246,211332.053453,2648.89730693
425033.063702,211333.716915,2649.7763763
425034.1237,211335.412912,2650.65847694
425035.183698,211337.108908,2651.53281775
425036.243696,211338.804905,2652.39939874
425037.303694,211340.500902,2653.28954934
425038.363692,211342.196898,2654.23897367
425039.423689,211343.892895,2655.1687263
425040.483687,211345.588891,2656.09769617
425041.47531,211347.324856,2657.0501072
425042.433014,211349.080647,2657.99945353
425043.390718,211350.836438,2659.04447325
425044.348423,211352.59223,2660.18771451
425045.306127,211354.348021,2661.31034719
425046.194589,211356.134832,2662.42818045
425046.867262,211358.018316,2663.5778309
425047.539934,211359.9018,2664.71195356
425048.212607,211361.785284,2666.09231043
425048.88528,211363.668767,2667.46265083
425049.557953,211365.552251,2668.80833854
425050.230626,211367.435735,2670.12585968
425050.99611,211369.282797,2671.36507544
425051.783949,211371.121087,2672.60058292
425052.571787,211372.959378,2673.8283408
425053.359626,211374.797668,2675.01641959
425054.147464,211376.635958,2676.16481931
425054.935303,211378.474248,2677.27353994
425055.64859,211380.336565,2678.39847429
425056.082451,211382.288939,2679.73342551
425056.516312,211384.241313,2681.05991028
425056.950173,211386.193687,2682.3779286
425057.289221,211388.156469,2683.72275762
425057.289221,211390.156469,2685.19138496
425057.289221,211392.156469,2686.67128304
425057.289221,211394.156469,2688.15118111
425057.289221,211396.156469,2689.63107919
425057.289221,211398.156469,2691.11097727
425057.289221,211400.156469,2692.56599413
425057.289221,211402.156469,2693.72785926
425055.57421,211402.441459,2694.34737017
425053.57421,211402.441459,2694.87675597
425051.851209,211403.272455,2695.82957529
425050.251209,211404.472455,2696.98048802
425048.651209,211405.672455,2698.09365686
425047.051209,211406.872455,2699.19573239
425046.031177,211408.36244,2700.33201469
425046.031177,211410.36244,2701.5091695
425046.031177,211412.36244,2702.57953127
425046.031177,211414.36244,2703.64989304
425046.060214,211416.355585,2704.70882501
425046.954641,211418.144439,2705.41858022
425047.849068,211419.933294,2706.1118198
425048.852622,211421.617663,2706.73480952
425050.600937,211422.588949,2706.76173847
425052.349251,211423.560235,2706.80656623
425054.097566,211424.53152,2706.84365795
425055.84588,211425.502806,2706.87301364
425056.320478,211427.159154,2707.60874162
425056.167085,211429.153263,2708.69643837
425056.013692,211431.147372,2709.84393332
425055.860299,211433.141481,2711.03404326
425055.706906,211435.13559,2712.22315998
425055.53239,211437.122965,2713.41323625
425054.503399,211438.837951,2714.678887
425053.474407,211440.552937,2715.9348291
425052.445416,211442.267922,2717.19433617
425051.416424,211443.982908,2718.47481636
425050.387433,211445.697894,2719.77626967
425050.064834,211447.667963,2721.02522024
425049.76072,211449.644706,2722.28238666
425049.456606,211451.62145,2723.45209202
425049.152491,211453.598193,2724.60649454
425048.848377,211455.574937,2725.76525896
425048.938991,211457.464373,2726.7372103
425050.048391,211459.128474,2727.21378415
425051.157792,211460.792575,2727.83204757
425052.154716,211462.503264,2728.53606822
425052.546948,211464.464426,2729.53889806
425052.93918,211466.425587,2730.53942922
425053.706823,211468.27015,2731.36881266
425054.494662,211470.10844,2732.1836809
425055.2825,211471.94673,2732.98427114
425056.722308,211473.170275,2733.28142615
425058.511162,211474.064702,2733.31550158
425060.300017,211474.959129,2733.38856494
425062.088871,211475.853557,2733.59811496
425063.877726,211476.747984,2733.8106728
425065.66658,211477.642411,2734.02623844
425067.497058,211477.120403,2733.415915
425069.335348,211476.332565,2732.64775773
425071.173638,211475.544726,2732.02965357
425073.011928,211474.756887,2731.4738766
425074.850218,211473.969049,2730.88916948
425076.688508,211473.18121,2730.27553219
425078.547708,211472.452183,2729.67076257
425080.470756,211471.902741,2729.22760208
425082.393804,211471.353298,2728.99114603
425084.321547,211470.824684,2728.76611902
425086.294335,211470.495886,2728.67944766
425088.267123,211470.167088,2728.59077462
425090.224941,211469.766319,2728.44075886
425092.165226,211469.281247,2728.18330476
425094.105511,211468.796176,2727.9200878
425096.045796,211468.311105,2727.65110796
425096.960488,211466.621768,2726.45434414
425097.748327,211464.783478,2725.13484033
425098.536166,211462.945188,2723.80646866
425099.767391,211461.437346,2722.72250636
425101.303833,211460.156977,2721.62484761
425102.840276,211458.876608,2720.48640447
425104.422876,211457.664139,2719.40379705
425106.178668,211456.706435,2718.49573741
425107.934459,211455.74873,2717.59422161
425109.69025,211454.791026,2716.69924965
425111.446041,211453.833322,2715.7335226
425113.201832,211452.875618,2714.71648682
425114.925594,211451.861957,2713.62281586
425116.64058,211450.832966,2712.47830749
425118.429705,211450.071642,2711.49801375
425120.429705,211450.071642,2711.18902194
425121.660808,211448.533848,2710.21492734
425122.860808,211446.933848,2709.15257507
425124.060808,211445.333848,2708.02713843
425125.260808,211443.733848,2706.83861741
425126.900919,211442.74447,2705.99587547
425128.798286,211442.112014,2705.34833264
425130.695653,211441.479559,2704.8494296
425132.593019,211440.847103,2704.65685851
425134.490386,211440.214648,2704.45541633
425136.371039,211439.541843,2704.25943798
425137.925302,211438.455097,2703.69978293
425138.451537,211436.525569,2702.34064345
425138.977772,211434.596042,2700.94584156
425139.504007,211432.666514,2699.51537726
425140.030241,211430.736987,2698.0567404
425140.425539,211428.789924,2696.79225764
425140.425539,211426.789924,2695.48174892
425140.425539,211424.789924,2694.17124019
425139.505156,211423.171159,2693.08925049
425138.090942,211421.756946,2692.24232718
425136.447431,211420.630971,2691.60402705
425134.751434,211419.570973,2691.05777346
425133.055438,211418.510975,2690.58532939
425131.359441,211417.450977,2690.1400974
425129.733408,211416.288945,2689.68768003
425128.133408,211415.088945,2689.32635917
425126.810008,211413.627284,2688.75839979
425125.703483,211411.962313,2688.02467798
425125.703483,211409.962313,2686.94511592
425125.703483,211407.962313,2685.86542152
425125.703483,211405.962313,2684.78572712
425127.646642,211405.905473,2684.47373137
425129.646642,211405.905473,2684.18419213
425131.646642,211405.905473,2683.9876424
425133.646642,211405.905473,2683.81104759
425135.646642,211405.905473,2683.63445278
425137.646642,211405.905473,2683.45785797
425139.47435,211406.452045,2683.55298389
425141.112814,211407.59897,2684.03716815
425142.751278,211408.745894,2684.58996485
425144.389742,211409.892819,2685.16537979
425146.028205,211411.039744,2685.86356872
425147.728335,211411.892542,2686.40388473
425149.689497,211411.50031,2686.20354133
425151.650658,211411.108077,2686.04655288
425153.567075,211410.536445,2685.76002148
425155.482727,211409.961749,2685.44769824
425157.39838,211409.387053,2685.2078413
425159.314032,211408.812357,2684.97016147
425161.136868,211408.027531,2684.65544636
425162.851854,211406.998539,2684.20755319
425164.56684,211405.969548,2683.73474045
425166.549092,211405.905473,2683.78821353
425168.549092,211405.905473,2683.87751346
425170.514225,211405.690615,2683.82498589
425172.411592,211405.058159,2683.49538886
425174.308959,211404.425704,2683.1806512
425176.255942,211404.003427,2682.9970089
425178.235841,211403.720585,2682.89899261
425180.21574,211403.437742,2682.81853932
425182.092591,211403.789911,2683.15876454
425183.881445,211404.684338,2683.80596176
425185.670299,211405.578765,2684.48193241
425186.631604,211407.137029,2685.48515822
425187.116675,211409.077314,2686.67924179
425188.277287,211410.674568,2687.95197536
425189.557655,211412.211011,2689.41254922
425190.838024,211413.747453,2690.85358545
425192.45463,211414.571247,2691.75520621
425194.447722,211414.737338,2692.15572654
425196.440813,211414.903429,2692.56229537
425198.433905,211415.06952,2692.97491269
425200.426996,211415.235611,2693.36200818
425202.420088,211415.401702,2693.62914001
425204.418848,211415.431509,2693.76925134
425206.416538,211415.500892,2693.93991577
425208.412108,211415.63393,2694.15624003
425210.407678,211415.766968,2694.35868726
425212.403249,211415.900007,2694.53651156
425214.398819,211416.033045,2694.71296046
425216.394389,211416.166083,2694.88803396
425218.390013,211416.297512,2695.06054006
425220.390013,211416.297512,2695.17310068
425222.390013,211416.297512,2695.44316506
425224.390013,211416.297512,2695.71322943
425226.34154,211415.975151,2695.74513514
425228.253098,211415.386979,2695.58610167
425230.164656,211414.798807,2695.46269045
425232.076214,211414.210635,2695.62884418
425233.987772,211413.622464,2695.76365079
425235.89933,211413.034292,2695.86711027
425237.86622,211412.745878,2696.19956443
425239.86179,211412.61284,2696.65547418
425241.857361,211412.479802,2697.38722749
425243.852931,211412.346764,2698.13953723
425245.848501,211412.213726,2698.89157345
425247.844072,211412.080688,2699.64333615
425249.803873,211412.110359,2700.51787617
425251.559665,211413.068064,2701.94906768
425253.315456,211414.025768,2703.35902727
425255.071247,211414.983472,2704.76585041
425256.827038,211415.941176,2706.16953711
425258.582829,211416.898881,2707.57008737
425260.362547,211417.810793,2708.88509215
425262.151402,211418.70522,2709.9459436
425263.940256,211419.599647,2710.94500598
425265.729111,211420.494074,2711.99841166
425267.517965,211421.388502,2713.0769091
425269.306819,211422.282929,2714.08431278
425271.095674,211423.177356,2715.05542208
425273.084299,211423.225539,2715.31641612
425275.084299,211423.225539,2715.53767927
425277.084299,211423.225539,2715.75894242
425279.084299,211423.225539,2715.98020557
425280.589487,211422.882634,2716.01829657
425279.88724,211421.009975,2714.55984258
425279.184993,211419.137317,2713.23082631
425278.482746,211417.264659,2711.97159197
425279.082354,211416.201284,2711.44244966
425281.072429,211416.002276,2711.79411789
425283.062503,211415.803269,2712.22537296
425285.052577,211415.604261,2712.66190534
425287.042652,211415.405254,2713.10371502
425289.032726,211415.206246,2713.55080201
425291.022801,211415.007239,2714.02449455
425293.012875,211414.808232,2714.51528216
425295.002949,211414.609224,2715.00031288
425296.347234,211415.835448,2716.1108052
425297.50971,211417.462915,2717.42285137
425298.672187,211419.090382,2718.76239833
425299.866519,211420.682597,2720.2817587
425301.603005,211421.674875,2721.59681287
425303.339492,211422.667153,2722.93652653
425305.075978,211423.659431,2724.31146735
425306.880471,211424.510862,2725.6136399
425308.737424,211425.253643,2726.8622344
425310.594378,211425.996424,2728.21310164
425312.451331,211426.739206,2729.72968893
425314.308284,211427.481987,2731.24443759
425315.991486,211426.556035,2731.11235129
425317.655587,211425.446635,2730.80167389
425319.319687,211424.337234,2730.49345743
425320.604051,211422.832282,2729.966023
425321.780395,211421.21481,2729.5633379
425322.956738,211419.597338,2729.21037933
425324.133081,211417.979865,2729.05795271
425325.309425,211416.362393,2728.85936138
425326.485768,211414.744921,2728.61460537
425325.880447,211412.946734,2726.64666728
425325.052841,211411.126001,2724.50147287
425324.225235,211409.305269,2722.35512537
425323.397629,211407.484536,2720.22905169
425322.570023,211405.663803,2718.20444754
425322.571325,211403.756569,2716.72395649
425323.005185,211401.804194,2715.44459273
425323.439046,211399.85182,2714.09933423
425323.872907,211397.899446,2712.59259584
425323.897826,211395.920862,2710.86309704
425323.716755,211393.929076,2709.05645651
425323.535683,211391.937289,2707.27143243
425323.354612,211389.945503,2705.52084933
425323.17354,211387.953716,2704.24469833
425323.771873,211386.067044,2703.12789081
425324.47412,211384.194386,2701.97753297
425325.176367,211382.321727,2700.77019312
425326.11301,211380.836722,2699.76751036
425328.097566,211381.084791,2699.92386701
425330.082122,211381.332861,2700.11344238
425332.066678,211381.58093,2700.59400311
425333.879614,211382.343859,2701.47783862
425335.6161,211383.336137,2702.568934
425337.352586,211384.328415,2703.69624091
425339.126543,211385.011037,2704.59799811
425341.049591,211384.461595,2704.32985476
425342.972639,211383.912153,2703.92089573
425344.899234,211383.395443,2703.50730862
425346.895339,211383.5202,2703.69962947
425348.891444,211383.644957,2703.90048144
425350.88755,211383.769713,2704.04732385
425352.883655,211383.89447,2704.1097253
425354.87976,211384.019226,2704.1600876
425356.875865,211384.143983,2704.19841074
425358.82549,211384.389082,2704.32711118
425360.387228,211385.638472,2705.29511183
425361.948965,211386.887862,2706.31817518
425363.461365,211388.192376,2707.32295883
425364.842131,211389.63401,2708.37076718
425365.951532,211391.29811,2710.50424028
425367.060932,211392.962211,2712.71364924
425368.170333,211394.626312,2714.70673909
425369.279733,211396.290412,2716.48350983
425370.701836,211397.576142,2717.82273
425372.545106,211398.352256,2718.86749949
425374.388377,211399.12837,2719.85729471
425376.231648,211399.904484,2720.79211567
425378.074919,211400.680598,2722.26218652
425379.918189,211401.456712,2723.71138301
425381.76146,211402.232826,2724.83965103
425383.604731,211403.00894,2725.80923346
425385.448002,211403.785054,2726.62912103
425387.07694,211404.879925,2727.84184245
425388.491154,211406.294139,2729.40371903
425389.932778,211407.657136,2730.67441672
425391.893939,211408.049368,2730.57397215
425393.8551,211408.4416,2730.4077122
425395.098882,211407.101926,2728.5319171
425396.208283,211405.437825,2726.51496878
425397.317683,211403.773724,2724.68334797
425398.272343,211402.019825,2722.95616687
425399.16677,211400.23097,2721.36157895
425400.061197,211398.442116,2720.35755453
425400.226534,211396.481146,2719.29162635
425400.326304,211394.514403,2718.19857413
425401.526304,211392.914403,2717.73863475
425402.726304,211391.314403,2717.28543601
425403.891852,211389.689185,2716.83883467
425405.054329,211388.061718,2716.47517909
425406.216805,211386.434251,2716.05415707
425407.327464,211384.775586,2715.54312937
425408.221891,211382.986731,2714.8438133
425409.116319,211381.197877,2714.0959816
425410.03899,211379.424139,2713.362276
425411.031268,211377.687652,2712.95730937
425412.023546,211375.951166,2712.46798938
425413.015824,211374.21468,2711.89431602
425414.008102,211372.478193,2711.2362893
425415.00038,211370.741707,2710.49390921
425415.992657,211369.005221,2709.75211665
425417.114346,211367.367578,2709.13896253
425418.528559,211365.953364,2708.72340539
425419.968788,211364.566227,2708.31498206
425421.438395,211363.209667,2708.16896282
425422.908001,211361.853106,2707.89775701
425424.377608,211360.496546,2707.49465947
425425.847215,211359.139986,2707.14343324
425427.316822,211357.783426,2706.84579204
425428.786429,211356.426866,2706.51341842
425430.256036,211355.070305,2706.2022263
425431.754402,211353.745744,2706.10198039
425433.259555,211352.428735,2705.88380126
425434.764709,211351.111726,2705.53956986
425436.269862,211349.794716,2705.12418501
425437.775015,211348.477707,2704.93082094
425439.280169,211347.160698,2704.69924337
425440.785322,211345.843689,2704.6493156
425442.290476,211344.52668,2704.68580764
425443.795629,211343.20967,2704.58302562
425445.245917,211341.834016,2704.2716475
425446.660131,211340.419803,2703.77441831
425448.074344,211339.005589,2703.51913747
425449.488558,211337.591376,2703.37122363
425450.902771,211336.177162,2703.43428632
425452.316985,211334.762949,2703.51529073
425453.731199,211333.348735,2703.45391233
425455.145412,211331.934522,2703.25015112
425456.559626,211330.520308,2702.90400709
425457.973839,211329.106094,2702.8293071
425459.388053,211327.691881,2702.95142061
425460.802266,211326.277667,2703.20604599
425462.21648,211324.863454,2703.48526065
425463.630694,211323.44924,2703.65160421
425465.239386,211322.304851,2703.92136511
425467.02824,211321.410424,2704.29576793
425468.817094,211320.515997,2704.57987387
425470.605949,211319.62157,2705.08776478
425472.394803,211318.727142,2706.02565054
425474.183658,211317.832715,2706.90067693
425475.972512,211316.938288,2707.71284395
425477.761366,211316.043861,2708.46215159
425479.708952,211315.722503,2709.39882522
425481.703061,211315.56911,2710.36851061
425483.69717,211315.415717,2711.33820758
425485.691279,211315.262324,2712.31302002
425487.685388,211315.108931,2713.29294791
425489.677682,211314.939009,2714.27343202
425491.657581,211314.656166,2715.19164744
425493.63748,211314.373324,2716.09453766
425495.617379,211314.090481,2716.98809273
425497.597278,211313.807638,2717.87231264
425499.577177,211313.524796,2718.74719739
425501.557152,211313.242789,2719.66397843
425503.555554,211313.162852,2720.66520696
425505.553956,211313.082916,2721.66811717
425507.552358,211313.00298,2722.67270907
425509.55076,211312.923044,2723.67898266
425511.549162,211312.843108,2724.65859708
425513.547564,211312.763172,2725.62664695
425515.545966,211312.683236,2726.59071414
425517.544368,211312.6033,2727.55079863
425519.54277,211312.523364,2728.50690043
425521.541171,211312.443428,2729.54904438
425523.532535,211312.306898,2730.59171715
425525.489634,211311.894877,2731.50966104
425527.446734,211311.482856,2732.42497479
425529.403833,211311.070835,2733.33765839
425531.360933,211310.658814,2734.26042547
425533.318032,211310.246793,2735.15853939
425535.275132,211309.834772,2736.05387857
425537.232232,211309.422751,2736.98186547
425539.189331,211309.01073,2737.90240293
425541.064217,211308.33204,2738.77308247
425542.913573,211307.57054,2739.62813218
425544.76293,211306.80904,2740.43352063
425546.612286,211306.047541,2741.18924781
425548.461642,211305.286041,2741.89531373
425550.310998,211304.524542,2742.57346678
425552.160354,211303.763042,2743.32963135
425554.009711,211303.001542,2744.07053722
425554.788627,211301.300444,2743.64418075
425555.303952,211299.367974,2742.98226078
425555.819277,211297.435504,2742.41895857
425556.334603,211295.503035,2741.82573221
425556.849928,211293.570565,2741.20258171
425557.365253,211291.638095,2740.54950707
425557.811187,211289.702642,2739.86094313
425557.463616,211287.733075,2738.94002949
425557.116046,211285.763507,2738.01958717
425556.768475,211283.79394,2737.09961615
425556.420904,211281.824373,2736.18011643
425556.073334,211279.854806,2735.26633463
425555.725763,211277.885239,2734.42577626
425555.378192,211275.915672,2733.59840777
425556.027587,211274.217708,2733.26396505
425557.326125,211272.696591,2733.21393504
425558.624663,211271.175473,2733.12584715
425559.923201,211269.654356,2733.04711923
425561.22174,211268.133238,2733.38146485
425562.520278,211266.612121,2733.68426274
425563.818816,211265.091003,2733.93735197
425565.117355,211263.569886,2734.14073255
425566.239544,211261.921932,2734.16631117
425567.268536,211260.206946,2734.07886761
425568.297527,211258.49196,2734.11332899
425569.326519,211256.776974,2734.16318933
425570.35551,211255.061988,2734.29693029
425571.617414,211253.528855,2734.75859458
425573.031628,211252.114641,2735.27954991
425574.445841,211250.700428,2735.72224351
425575.860055,211249.286214,2736.16796221
425577.763766,211248.736546,2737.18110986
425579.704051,211248.251475,2738.22817822
425581.644336,211247.766404,2739.66809401
425583.169908,211246.794371,2740.6632995
425583.957747,211244.956081,2740.74762232
425584.745585,211243.117791,2740.79422491
425585.506669,211241.271448,2740.78014039
425585.86444,211239.303708,2740.50947662
425586.222211,211237.335968,2740.44752073
425586.579981,211235.368228,2740.38688141
425586.937752,211233.400488,2740.32755865
425587.356258,211231.448309,2740.31769803
425587.988713,211229.550942,2740.50923111
425588.621169,211227.653575,2740.79319836
425588.413069,211225.868774,2740.46041624
425587.303669,211224.204674,2739.48173523
425585.468273,211224.656513,2738.17779957
425583.593218,211225.349877,2736.85949185
425581.736264,211226.092658,2735.54984653
425580.149064,211227.089791,2734.44953393
425579.516608,211228.987157,2734.20535556
425578.884153,211230.884524,2734.08224197
425577.621645,211232.101512,2733.58249439
425575.68136,211232.586584,2732.57563002
425573.741075,211233.071655,2731.56266272
425571.80079,211233.556726,2730.54359247
425570.490001,211232.176887,2729.60998023
425569.240611,211230.61515,2728.81029528
425568.084711,211229.004371,2728.11145004
425567.510015,211227.088719,2727.60918508
425566.93532,211225.173066,2727.11063464
425566.360624,211223.257414,2726.61579872
425565.785928,211221.341761,2726.12467732
425565.454451,211219.379066,2725.71443477
425565.27338,211217.387279,2725.33185196
425565.092308,211215.395493,2724.94390158
425564.911237,211213.403706,2724.55058363
425564.730165,211211.41192,2724.1518981
425565.447391,211209.58963,2724.18659937
425566.341818,211207.800776,2724.27070281
425567.634863,211206.283596,2724.55082549
425568.972792,211204.797008,2724.82169323
425570.310722,211203.31042,2725.11433681
425571.648651,211201.823832,2725.58204075
425572.986581,211200.337243,2726.05187155
425574.258193,211198.816488,2726.48137491
425574.692054,211196.864114,2726.31004418
425575.125915,211194.91174,2726.11668082
425575.559776,211192.959366,2725.90128483
425575.993637,211191.006991,2725.66385621
425576.427498,211189.054617,2725.43585864
425576.861359,211187.102243,2725.23180735
425577.29522,211185.149869,2725.02251985
425577.845272,211183.283133,2724.87685556
425579.581758,211182.290855,2725.42613509
425581.318244,211181.298577,2726.09172936
425583.05473,211180.306299,2726.74518063
425584.872678,211179.487526,2727.46413803
425586.745337,211178.785279,2728.23900094
425588.617995,211178.083032,2729.00362198
425590.490654,211177.380785,2729.8589231
425591.532539,211175.727133,2730.12701429
425592.480739,211173.96619,2730.24779464
425593.428938,211172.205248,2730.31557265
425594.377138,211170.444306,2730.3303483
425595.325338,211168.683364,2730.38550241
425596.273537,211166.922422,2730.44972262
425596.908651,211165.054399,2730.29098476
425597.237449,211163.081611,2729.92202215
425597.566246,211161.108823,2729.54605363
425597.753226,211159.118338,2729.15029681
425597.919317,211157.125246,2728.82266471
425598.085408,211155.132155,2728.49046795
425598.251499,211153.139063,2728.15370653
425598.41759,211151.145972,2727.81238046
425598.998857,211149.257405,2727.75403975
425599.796309,211147.423265,2727.92652912
425600.593761,211145.589125,2728.23959502
425601.391214,211143.754985,2728.58431509
425602.188666,211141.920845,2728.91455162
425602.986118,211140.086705,2729.23030459
425603.78357,211138.252564,2729.50547314
425604.581023,211136.418424,2729.78967296
425605.378475,211134.584284,2730.08479971
425606.175927,211132.750144,2730.39085341
425606.973379,211130.916004,2730.70783405
425606.08357,211129.344383,2729.85151511
425604.766561,211127.83923,2728.69035501
425603.449551,211126.334076,2727.55724523
425602.132542,211124.828923,2726.45218579
425600.796569,211123.341511,2725.36499458
425599.382356,211121.927298,2724.31857234
425597.968142,211120.513084,2723.33111185
425596.553928,211119.09887,2722.31832065
425595.139715,211117.684657,2721.32199979
425593.32323,211116.880503,2720.20597285
425591.466277,211116.137721,2719.09294894
425589.609324,211115.39494,2718.02803772
425587.75237,211114.652159,2717.07880999
425585.893031,211113.91546,2716.11742829
425584.02634,211113.197502,2715.14330669
425582.159649,211112.479543,2714.15774623
425580.292957,211111.761585,2713.1607469
425578.426266,211111.043627,2712.39220282
425576.559575,211110.325669,2711.67873163
425575.092371,211109.333343,2711.11430291
425575.092371,211107.333343,2710.98799841
425575.092371,211105.333343,2710.86169391
425575.092371,211103.333343,2710.73538942
425575.092371,211101.333343,2710.60908492
425575.092371,211099.333343,2710.50837235
425576.138828,211097.980089,2710.86136184
425577.927682,211097.085661,2711.49768411
425579.716537,211096.191234,2712.13119388
425581.505391,211095.296807,2712.85772911
425583.294245,211094.40238,2713.61218737
425585.195746,211094.534136,2714.43837853
425587.136031,211095.019207,2715.28126954
425589.076316,211095.504278,2716.11770834
425591.016601,211095.989349,2717.01512362
425592.956886,211096.474421,2717.98123666
425594.897171,211096.959492,2718.95911901
425596.837456,211097.444563,2719.94877066
425598.777741,211097.929634,2720.95019161
425600.718026,211098.414706,2722.00999142
425601.855225,211097.068268,2722.5905587
425602.812929,211095.312476,2723.05081989
425603.770634,211093.556685,2723.51677101
425604.728338,211091.800894,2723.98841208
425605.686042,211090.045103,2724.46574308
425606.020677,211088.233839,2724.73512855
425605.388221,211086.336472,2724.45480192
425604.755766,211084.439105,2724.18704951
425604.12331,211082.541739,2723.93187132
425603.490855,211080.644372,2723.68926734
425602.858399,211078.747006,2723.4795947
425602.10083,211076.896486,2723.20282937
425601.331599,211075.050332,2722.90848157
425600.562368,211073.204178,2722.60319165
425599.793137,211071.358024,2722.30288837
425599.023907,211069.51187,2722.05090428
425598.713928,211067.674355,2722.0393229
425599.552045,211065.858436,2722.61331483
425600.390161,211064.042518,2723.21679311
425601.228277,211062.226599,2723.82925574
425602.066394,211060.41068,2724.4313813
425602.90451,211058.594761,2724.94294295
