Line,x_450000,y_5000000,G_DGM10m,lotzeit
profil_2_,425333.516747,210970.569506,2655.87636241,274.7
profil_2_,425333.746572,210968.582754,2655.79888869,271.2
profil_2_,425333.976397,210966.596003,2655.71486869,267.4666666667
profil_2_,425334.206223,210964.609252,2655.63148411,264
profil_2_,425334.436048,210962.622501,2655.54873494,259.8166666667
profil_2_,425334.665874,210960.63575,2655.46662119,255.6166666667
profil_2_,425334.895699,210958.648998,2655.37063897,251.8
profil_2_,425335.125524,210956.662247,2655.26743132,248.2166666667
profil_2_,425335.35535,210954.675496,2655.16362616,245.3166666667
profil_2_,425335.585175,210952.688745,2655.05922348,241.9833333333
profil_2_,425335.815001,210950.701994,2654.9542233,238.1
profil_2_,425336.044826,210948.715242,2654.84498283,234.5166666667
profil_2_,425336.274651,210946.728491,2654.73490012,230.95
profil_2_,425336.504477,210944.74174,2654.62634017,227.6
profil_2_,425336.734302,210942.754989,2654.51930299,223.4666666667
profil_2_,425336.964128,210940.768238,2654.41378857,219.5166666667
profil_2_,425337.193953,210938.781487,2654.32190277,215.4666666667
profil_2_,425337.423778,210936.794735,2654.23829447,212.05
profil_2_,425337.653604,210934.807984,2654.15512094,209.3333333333
profil_2_,425337.883429,210932.821233,2654.07238216,206.4333333333
profil_2_,425338.113255,210930.834482,2653.99007813,203.8333333333
profil_2_,425338.34308,210928.847731,2653.94810202,201.15
profil_2_,425338.572905,210926.860979,2653.93682186,197.9333333333
profil_2_,425338.802731,210924.874228,2653.92771102,194.45
profil_2_,425339.032556,210922.887477,2653.92076951,190.8833333333
profil_2_,425339.262382,210920.900726,2653.91599732,188.1333333333
profil_2_,425339.492207,210918.913975,2653.92301869,185.05
profil_2_,425339.722032,210916.927223,2653.93890187,182.3833333333
profil_2_,425339.951858,210914.940472,2653.95528669,179.4
profil_2_,425340.181683,210912.953721,2653.97372304,176.2666666667
profil_2_,425340.411509,210910.96697,2653.99437311,173.0166666667
profil_2_,425340.641334,210908.980219,2654.01749492,169.5666666667
profil_2_,425340.87116,210906.993468,2654.04163454,165.9333333333
profil_2_,425341.100985,210905.006716,2654.06584329,162.1166666667
profil_2_,425341.33081,210903.019965,2654.09012114,158.5333333333
profil_2_,425341.560636,210901.033214,2654.11446812,154.45
profil_2_,425341.790461,210899.046463,2654.11971075,149.85
profil_2_,425342.020287,210897.059712,2654.1050982,145.9166666667
profil_2_,425342.250112,210895.07296,2654.09170521,141.7833333333
profil_2_,425342.479937,210893.086209,2654.07953176,136.7833333333
profil_2_,425342.709763,210891.099458,2654.06857786,131.1333333333
profil_2_,425342.939588,210889.112707,2654.06086307,128.6333333333
profil_2_,425343.169414,210887.125956,2654.05574147,126.05
profil_2_,425343.399239,210885.139204,2654.05027875,123.7166666667
profil_2_,425343.629064,210883.152453,2654.04447492,121.7333333333
profil_2_,425343.85889,210881.165702,2654.03832996,119.0833333333
profil_2_,425344.088715,210879.178951,2654.03531603,116.85
profil_2_,425344.318541,210877.1922,2654.03827859,114.35
profil_2_,425344.548366,210875.205449,2654.04286424,113.2
profil_3_,425517.44,211087.89,2695.46067425,410.45
profil_3_,425515.447555,211088.063673,2695.10583703,408.8
profil_3_,425513.45511,211088.237347,2694.75187505,407.5
profil_3_,425511.462665,211088.41102,2694.39878828,404.4666666667
profil_3_,425509.47022,211088.584694,2694.03814932,401.2333333333
profil_3_,425507.477774,211088.758367,2693.65373987,398.7833333333
profil_3_,425505.485329,211088.932041,2693.26802773,396.6166666667
profil_3_,425503.492884,211089.105714,2692.88101289,394.4
profil_3_,425501.500439,211089.279388,2692.49269535,392.7666666667
profil_3_,425499.507994,211089.453061,2692.1047795,391.5333333333
profil_3_,425497.515549,211089.626734,2691.7217816,389.8166666667
profil_3_,425495.523104,211089.800408,2691.33912162,387.7
profil_3_,425493.530659,211089.974081,2690.95679957,385.45
profil_3_,425491.538214,211090.147755,2690.57531954,383.7166666667
profil_3_,425489.545768,211090.321428,2690.18597288,382.3666666667
profil_3_,425487.553323,211090.495102,2689.77344894,380.8166666667
profil_3_,425485.560878,211090.668775,2689.36139133,379.6666666667
profil_3_,425483.568433,211090.842449,2688.94980006,377.9
profil_3_,425481.575988,211091.016122,2688.53867513,376.45
profil_3_,425479.583543,211091.189795,2688.1345019,375.3666666667
profil_3_,425477.591098,211091.363469,2687.75459795,373.65
profil_3_,425475.598653,211091.537142,2687.37393705,372.0833333333
profil_3_,425473.606207,211091.710816,2686.9925192,370.6666666667
profil_3_,425471.613762,211091.884489,2686.6103444,369.3666666667
profil_3_,425469.621317,211092.058163,2686.22973126,368.95
profil_3_,425467.628872,211092.231836,2685.85917396,368.6
profil_3_,425465.636427,211092.40551,2685.489426,368.15
profil_3_,425463.643982,211092.579183,2685.12048737,367.5833333333
profil_3_,425461.651537,211092.752856,2684.75235806,366.4833333333
profil_3_,425459.659092,211092.92653,2684.39140454,365.3833333333
profil_3_,425457.666647,211093.100203,2684.06131815,363.8333333333
profil_3_,425455.674201,211093.273877,2683.73070123,363.6833333333
profil_3_,425453.681756,211093.44755,2683.39955376,363.4666666667
profil_3_,425451.689311,211093.621224,2683.06787575,362.6833333333
profil_3_,425449.696866,211093.794897,2682.73877412,361.6833333333
profil_3_,425447.704421,211093.968571,2682.42730988,361.25
profil_3_,425445.711976,211094.142244,2682.11679689,361.3333333333
profil_3_,425443.719531,211094.315918,2681.80723516,361.6166666667
profil_3_,425441.727086,211094.489591,2681.49862469,360.8666666667
profil_3_,425439.734641,211094.663264,2681.19587017,359.6333333333
profil_3_,425437.742195,211094.836938,2680.92503455,358.25
profil_3_,425435.74975,211095.010611,2680.65346564,357.9
profil_3_,425433.757305,211095.184285,2680.38116343,356.8666666667
profil_3_,425431.76486,211095.357958,2680.10812792,356.3
profil_3_,425429.772415,211095.531632,2679.8384374,355.85
profil_3_,425427.77997,211095.705305,2679.6004717,356.1
profil_3_,425425.787525,211095.878979,2679.36326633,355.7333333333
profil_3_,425423.79508,211096.052652,2679.12682128,355.35
profil_3_,425421.802635,211096.226325,2678.89113657,355.9166666667
profil_3_,425419.810189,211096.399999,2678.65799704,356.9166666667
profil_3_,425417.817744,211096.573672,2678.44193846,358.3333333333
profil_3_,425415.825299,211096.747346,2678.22548959,360.0666666667
profil_3_,425413.832854,211096.921019,2678.00865041,361.1666666667
profil_3_,425411.840409,211097.094693,2677.79142093,362.7
profil_3_,425409.847964,211097.268366,2677.57489742,364.5333333333
profil_3_,425407.855519,211097.44204,2677.37204521,366.35
profil_3_,425405.863074,211097.615713,2677.17027267,369.25
profil_3_,425403.870628,211097.789386,2676.96957979,372.9166666667
profil_3_,425401.878183,211097.96306,2676.76996659,376.45
profil_3_,425399.885738,211098.136733,2676.56798718,380.0166666667
profil_3_,425397.893293,211098.310407,2676.30986688,383.5833333333
profil_3_,425395.900848,211098.48408,2676.05173137,387.7333333333
profil_3_,425393.908403,211098.657754,2675.79358065,391.35
profil_3_,425391.915958,211098.831427,2675.53541472,394.05
profil_3_,425389.923513,211099.005101,2675.27653393,397.0333333333
profil_3_,425387.931068,211099.178774,2675.00066451,399.8166666667
profil_3_,425385.938622,211099.352447,2674.72584434,403.3166666667
profil_3_,425383.946177,211099.526121,2674.45207343,407.2
profil_3_,425381.953732,211099.699794,2674.17935177,410.0833333333
profil_3_,425379.961287,211099.873468,2673.90776603,412.8333333333
profil_3_,425377.968842,211100.047141,2673.64035672,416.15
profil_3_,425375.976397,211100.220815,2673.37228613,418.8
profil_3_,425373.983952,211100.394488,2673.10537124,421.45
profil_3_,425371.991507,211100.568162,2672.83961205,423.2833333333
profil_3_,425369.999062,211100.741835,2672.57501725,425.45
profil_3_,425368.006616,211100.915508,2672.32915094,427.65
profil_3_,425366.014171,211101.089182,2672.08273213,428.9333333333
profil_3_,425364.021726,211101.262855,2671.8357608,430.3833333333
profil_3_,425362.029281,211101.436529,2671.58823697,431.2
profil_3_,425360.036836,211101.610202,2671.34016063,431.5
profil_3_,425358.044391,211101.783876,2671.06411899,431.5
profil_3_,425356.051946,211101.957549,2670.78779527,430.9333333333
profil_3_,425354.059501,211102.131223,2670.51171316,429.4166666667
profil_3_,425352.067056,211102.304896,2670.23587268,428.3
profil_3_,425350.07461,211102.478569,2669.96027381,427.4666666667
profil_3_,425348.082165,211102.652243,2669.65563899,426.7166666667
profil_3_,425346.08972,211102.825916,2669.34860465,425.8333333333
profil_3_,425344.097275,211102.99959,2669.04028113,423.8
profil_3_,425342.10483,211103.173263,2668.73066842,421.65
profil_3_,425340.112385,211103.346937,2668.41976654,419.0833333333
profil_3_,425338.11994,211103.52061,2668.054558,416.9166666667
profil_3_,425336.127495,211103.694284,2667.68567427,415.8666666667
profil_3_,425334.135049,211103.867957,2667.3163073,414.3166666667
profil_3_,425332.142604,211104.041631,2666.9464571,412.1166666667
profil_3_,425330.150159,211104.215304,2666.57612367,410.05
profil_3_,425328.157714,211104.388977,2666.17032655,407.9666666667
profil_3_,425326.165269,211104.562651,2665.75991054,405.6833333333
profil_3_,425324.172824,211104.736324,2665.3476765,403.5833333333
profil_3_,425322.180379,211104.909998,2664.93362442,400.7833333333
profil_3_,425320.187934,211105.083671,2664.51775431,398.35
profil_3_,425318.195489,211105.257345,2664.09756243,395.9666666667
profil_3_,425316.203043,211105.431018,2663.67599048,395.1
profil_3_,425314.208116,211105.288665,2663.23085515,395.5166666667
profil_3_,425312.213188,211105.146313,2662.78661004,395.4666666667
profil_3_,425310.218261,211105.00396,2662.34325516,395.1833333333
profil_3_,425308.223333,211104.861607,2661.92418443,394.4833333333
profil_3_,425306.228406,211104.719254,2661.50924092,394.0833333333
profil_3_,425304.233478,211104.576902,2661.09557173,394.1
profil_3_,425302.238551,211104.434549,2660.68317687,394.1
profil_3_,425300.243624,211104.292196,2660.27205632,394.0833333333
profil_3_,425298.248696,211104.149843,2659.90389019,394.5333333333
profil_3_,425296.253769,211104.007491,2659.54162992,396.15
profil_3_,425294.258841,211103.865138,2659.17940154,397.5
profil_3_,425292.263914,211103.722785,2658.81720506,398.9333333333
profil_3_,425290.268986,211103.580432,2658.45504046,400.1166666667
profil_3_,425288.274059,211103.43808,2658.10318442,400.85
profil_3_,425286.279131,211103.295727,2657.7534287,401.05
profil_3_,425284.284204,211103.153374,2657.40420546,400.1333333333
profil_3_,425282.289276,211103.011021,2657.05551468,399.2666666667
profil_3_,425280.294349,211102.868669,2656.70735637,398.9666666667
profil_3_,425278.299421,211102.726316,2656.32013779,399.2
profil_3_,425276.304494,211102.583963,2655.92549928,399.7333333333
profil_3_,425274.309566,211102.44161,2655.53020628,400.1166666667
profil_3_,425272.314639,211102.299258,2655.13425879,400.5666666667
profil_3_,425270.319711,211102.156905,2654.73765681,400.6166666667
profil_3_,425268.324784,211102.014552,2654.32713901,400.1333333333
profil_3_,425266.329856,211101.8722,2653.91417818,398.9333333333
profil_3_,425264.334929,211101.729847,2653.50136988,398.4666666667
profil_3_,425262.340001,211101.587494,2653.08871411,397.9833333333
profil_3_,425260.345074,211101.445141,2652.67621087,397.6833333333
profil_3_,425258.350146,211101.302789,2652.2609723,397
profil_3_,425256.355219,211101.160436,2651.84457923,396.5333333333
profil_3_,425254.360291,211101.018083,2651.42756911,395.9666666667
profil_3_,425252.365364,211100.87573,2651.00994193,395.55
profil_3_,425250.370436,211100.733378,2650.5916977,394.95
profil_3_,425248.375509,211100.591025,2650.21486708,394.1666666667
profil_3_,425246.380581,211100.448672,2649.84754088,394.4666666667
profil_3_,425244.385654,211100.306319,2649.48018971,395.9333333333
profil_3_,425242.390726,211100.163967,2649.11281359,397.1
profil_3_,425240.395799,211100.021614,2648.7454125,398.8166666667
profil_3_,425238.400871,211099.879261,2648.39140487,400.7166666667
profil_3_,425236.405944,211099.736908,2648.04101138,403.2
profil_3_,425234.411016,211099.594556,2647.69082033,406.0166666667
profil_3_,425232.416089,211099.452203,2647.34083173,407.7833333333
profil_3_,425230.421161,211099.30985,2646.99104558,409.5
profil_3_,425228.426234,211099.167497,2646.65583386,411.5666666667
profil_3_,425226.431306,211099.025145,2646.32383727,414.45
profil_3_,425224.436379,211098.882792,2645.99111131,418.1
profil_3_,425222.441451,211098.740439,2645.65765598,421.2666666667
profil_3_,425220.446524,211098.598086,2645.32347127,424.6833333333
profil_3_,425218.451596,211098.455734,2644.98235628,428.5166666667
profil_3_,425216.456669,211098.313381,2644.63963253,431.7666666667
profil_3_,425214.461741,211098.171028,2644.29720274,434.3
profil_3_,425212.466814,211098.028675,2643.95506693,436.6333333333
profil_3_,425210.471886,211097.886323,2643.61322508,438.05
profil_3_,425208.476959,211097.74397,2643.28655763,439.7166666667
profil_3_,425206.482031,211097.601617,2642.96385805,441.4333333333
profil_3_,425204.487104,211097.459265,2642.64039027,443.3
profil_3_,425202.492176,211097.316912,2642.3161543,445.4833333333
profil_3_,425200.497249,211097.174559,2641.99115012,447.7
profil_3_,425198.502321,211097.032206,2641.67319938,450.25
profil_3_,425196.507394,211096.889854,2641.35797676,452.25
profil_3_,425194.512466,211096.747501,2641.04301344,454.0666666667
profil_3_,425192.517539,211096.605148,2640.72830942,455.6166666667
profil_3_,425190.522611,211096.462795,2640.4138647,457.1166666667
profil_3_,425188.527684,211096.320443,2640.10927595,458.3
profil_3_,425186.532756,211096.17809,2639.80758652,459.7166666667
profil_3_,425184.537829,211096.035737,2639.5052745,460.9333333333
profil_3_,425182.542902,211095.893384,2639.20233988,461.8
profil_3_,425180.547974,211095.751032,2638.89878266,462.5833333333
profil_3_,425178.553047,211095.608679,2638.58842528,463.2666666667
profil_3_,425176.558119,211095.466326,2638.27597783,464.0666666667
profil_3_,425174.563192,211095.323973,2637.96391864,464.35
profil_3_,425172.568264,211095.181621,2637.65224771,464.2833333333
profil_3_,425170.573337,211095.039268,2637.34096504,464.25
profil_3_,425168.578409,211094.896915,2637.02582192,464.2833333333
profil_3_,425166.583482,211094.754562,2636.7085568,464.6333333333
profil_3_,425164.588554,211094.61221,2636.39074951,465.0833333333
profil_3_,425162.593627,211094.469857,2636.07240004,464.75
profil_3_,425160.598699,211094.327504,2635.75350839,464.7
profil_3_,425158.603772,211094.185151,2635.434879,464.5666666667
profil_3_,425156.608844,211094.042799,2635.11689267,464.6166666667
profil_3_,425154.613917,211093.900446,2634.79935285,465.6
profil_3_,425152.618989,211093.758093,2634.48225953,465.9333333333
profil_3_,425150.624062,211093.61574,2634.1656127,466.2833333333
profil_3_,425148.629134,211093.473388,2633.85138709,466.85
profil_3_,425146.634207,211093.331035,2633.53778287,467.5666666667
profil_3_,425144.639279,211093.188682,2633.22376681,469.1666666667
profil_3_,425142.644352,211093.04633,2632.90933892,470.3166666667
profil_3_,425140.649424,211092.903977,2632.5944992,470.75
profil_3_,425138.654497,211092.761624,2632.28155121,471.0666666667
profil_3_,425136.659569,211092.619271,2631.97015188,471.4
profil_3_,425134.664642,211092.476919,2631.65935434,471.9833333333
profil_3_,425132.669714,211092.334566,2631.34915861,473.3666666667
profil_3_,425130.674787,211092.192213,2631.03956467,473.9666666667
profil_3_,425128.679859,211092.04986,2630.7105661,474.5
profil_3_,425126.684932,211091.907508,2630.37114351,475.1333333333
profil_3_,425125.003308,211090.824853,2630.0048881,475.0666666667
profil_3_,425123.321684,211089.742198,2629.63672756,474.9833333333
profil_3_,425121.64006,211088.659543,2629.27167181,474.9833333333
profil_3_,425119.958437,211087.576888,2628.91078488,475.3166666667
profil_3_,425118.276813,211086.494233,2628.54424592,475.7833333333
profil_3_,425116.595189,211085.411578,2628.17559121,476
profil_3_,425114.913565,211084.328924,2627.80482073,475.5333333333
profil_3_,425113.231942,211083.246269,2627.4319345,475.1166666667
profil_3_,425111.550318,211082.163614,2627.05693251,474.5333333333
profil_3_,425109.868694,211081.080959,2626.67986436,473.35
profil_3_,425108.18707,211079.998304,2626.30483998,472.3166666667
profil_3_,425106.505447,211078.915649,2625.93351154,470.8333333333
profil_3_,425104.823823,211077.832995,2625.55988954,470.1833333333
profil_3_,425103.142199,211076.75034,2625.18397399,469.3333333333
profil_3_,425101.460575,211075.667685,2624.80576489,468.2
profil_3_,425099.778952,211074.58503,2624.42399372,466.65
profil_3_,425098.097328,211073.502375,2624.03566109,465.3
profil_3_,425096.415704,211072.41972,2623.65230671,464.1
profil_3_,425094.73408,211071.337065,2623.27393058,462.8166666667
profil_3_,425093.052457,211070.254411,2622.90053271,460.95
profil_3_,425091.370833,211069.171756,2622.52547854,458.9666666667
profil_3_,425089.689209,211068.089101,2622.14521816,457.2666666667
profil_3_,425088.007585,211067.006446,2621.75404294,455.7666666667
profil_3_,425086.325961,211065.923791,2621.36966838,455.2166666667
profil_3_,425084.644338,211064.841136,2620.99209446,454.7833333333
profil_3_,425082.962714,211063.758481,2620.62132119,453.85
profil_3_,425081.28109,211062.675827,2620.25734857,453.2
profil_3_,425079.599466,211061.593172,2619.89352014,452.9
profil_3_,425077.917843,211060.510517,2619.51042489,452.3666666667
profil_3_,425076.236219,211059.427862,2619.12561639,451.9166666667
profil_3_,425074.554595,211058.345207,2618.74484659,451.6666666667
profil_3_,425072.872971,211057.262552,2618.37057519,450.4333333333
profil_3_,425071.191348,211056.179897,2618.00280219,449
profil_3_,425069.509724,211055.097243,2617.63648777,447.0166666667
profil_3_,425067.8281,211054.014588,2617.25943653,444.1166666667
profil_3_,425066.146476,211052.931933,2616.88115851,441.4166666667
profil_3_,425064.464853,211051.849278,2616.5016537,439.4833333333
profil_3_,425062.783229,211050.766623,2616.12092211,437.8333333333
profil_3_,425061.101605,211049.683968,2615.74057878,435.7333333333
profil_3_,425059.419981,211048.601314,2615.36595694,434.05
profil_3_,425057.738358,211047.518659,2614.98909384,431.4666666667
profil_3_,425056.056734,211046.436004,2614.61050613,429.0166666667
profil_3_,425054.37511,211045.353349,2614.23019381,425.5166666667
profil_3_,425052.693486,211044.270694,2613.84815689,421.9
profil_3_,425051.011863,211043.188039,2613.46439535,418.4
profil_3_,425049.330239,211042.105384,2613.0777627,414.9833333333
profil_3_,425047.648615,211041.02273,2612.69304946,412.3166666667
profil_3_,425045.966991,211039.940075,2612.31431275,409.5
profil_3_,425044.285367,211038.85742,2611.93786297,406.55
profil_3_,425042.71527,211037.618551,2611.57396369,404
profil_3_,425041.145173,211036.379683,2611.20859225,401.2666666667
profil_3_,425039.575076,211035.140814,2610.83890217,398.9
profil_3_,425038.004979,211033.901946,2610.46473294,396.0833333333
profil_3_,425036.434882,211032.663078,2610.09643333,393.0833333333
profil_3_,425034.864785,211031.424209,2609.73400335,389.5166666667
profil_3_,425033.294688,211030.185341,2609.37744299,386.8333333333
profil_3_,425031.724591,211028.946472,2609.01997448,384
profil_3_,425030.154493,211027.707604,2608.65961733,381.3166666667
profil_3_,425028.584396,211026.468735,2608.27753609,378.3166666667
profil_3_,425027.014299,211025.229867,2607.89796332,375.3666666667
profil_3_,425025.444202,211023.990998,2607.52337688,372.4166666667
profil_3_,425023.874105,211022.75213,2607.15377677,369.15
profil_3_,425022.304008,211021.513261,2606.78916299,365.9166666667
profil_3_,425020.733911,211020.274393,2606.42953554,362.6166666667
profil_3_,425019.163814,211019.035525,2606.05256826,359.1166666667
profil_3_,425017.593717,211017.796656,2605.66431092,356
profil_3_,425016.023619,211016.557788,2605.28086895,353.4333333333
profil_3_,425014.453522,211015.318919,2604.90224235,351.4
profil_3_,425012.883425,211014.080051,2604.52843112,348.9333333333
profil_3_,425011.313328,211012.841182,2604.15943526,346.6666666667
profil_3_,425009.743231,211011.602314,2603.79062064,344.65
profil_3_,425008.173134,211010.363445,2603.39813357,342.45
profil_3_,425006.603037,211009.124577,2602.99339777,340.8
profil_3_,425005.03294,211007.885708,2602.58765296,339.9666666667
profil_3_,425003.462842,211006.64684,2602.18561228,339.3166666667
profil_3_,425001.892745,211005.407972,2601.78727573,337.9166666667
profil_3_,425000.322648,211004.169103,2601.39264331,336.15
profil_3_,424998.752551,211002.930235,2600.98277991,334.1166666667
profil_3_,424997.182454,211001.691366,2600.56508458,332.3666666667
profil_3_,424995.612357,211000.452498,2600.14369462,331.4
profil_3_,424994.04226,210999.213629,2599.70987432,330.0333333333
profil_3_,424992.472163,210997.974761,2599.27324822,328.6833333333
profil_3_,424990.902066,210996.735892,2598.8401648,326.55
profil_3_,424989.331968,210995.497024,2598.40346025,323.5666666667
profil_3_,424987.761871,210994.258155,2597.95507395,319.9666666667
profil_3_,424986.191774,210993.019287,2597.50244215,316
profil_3_,424984.621677,210991.780419,2597.04556484,311.9
profil_3_,424983.05158,210990.54155,2596.58444203,308.0833333333
profil_3_,424981.481483,210989.302682,2596.11507488,304.6166666667
profil_3_,424979.911386,210988.063813,2595.64358371,301.0333333333
profil_3_,424978.341289,210986.824945,2595.16385327,297.5833333333
profil_3_,424976.771192,210985.586076,2594.67941193,294.05
profil_3_,424975.201094,210984.347208,2594.19025969,290.3666666667
profil_3_,424973.630997,210983.108339,2593.69639656,286.0166666667
profil_3_,424972.0609,210981.869471,2593.19782254,281.8166666667
profil_3_,424970.490803,210980.630602,2592.69453762,277.8166666667
profil_3_,424968.920706,210979.391734,2592.18376726,273.6666666667
profil_3_,424967.350609,210978.152865,2591.66551428,270.3166666667
profil_3_,424965.780512,210976.913997,2591.14160063,268.1333333333
profil_3_,424964.210415,210975.675129,2590.61202631,264.7833333333
profil_3_,424962.640318,210974.43626,2590.07679131,261.2
profil_3_,424961.07022,210973.197392,2589.53589565,257.2833333333
profil_3_,424959.500123,210971.958523,2588.98686892,253.1
profil_3_,424957.930026,210970.719655,2588.4319888,249.7666666667
profil_3_,424956.359929,210969.480786,2587.87545443,246.65
profil_3_,424954.789832,210968.241918,2587.31044327,243.3833333333
profil_3_,424953.219735,210967.003049,2586.73991391,239.4
profil_3_,424951.649638,210965.764181,2586.16386634,235.1333333333
profil_3_,424949.655188,210965.615278,2585.56398078,230.6333333333
profil_3_,424947.660739,210965.466375,2584.93065624,225.9166666667
profil_3_,424945.66629,210965.317472,2584.29761448,221.8833333333
profil_3_,424943.671841,210965.168568,2583.66485549,217.5833333333
profil_3_,424941.677391,210965.019665,2583.03237926,212.0333333333
profil_3_,424939.682942,210964.870762,2582.39627308,206.2833333333
profil_3_,424937.688493,210964.721859,2581.73900324,200.8166666667
profil_3_,424935.694044,210964.572956,2581.08072848,195.5333333333
profil_3_,424933.699594,210964.424053,2580.4214488,190.8333333333
profil_3_,424931.705145,210964.27515,2579.76116421,186.1333333333
profil_3_,424929.710696,210964.126247,2579.10057142,181.35
profil_3_,424927.716247,210963.977344,2578.44387966,177.1666666667
profil_3_,424926.182249,210962.694046,2577.80797755,172.6
profil_3_,424924.648252,210961.410749,2577.17467073,168.8666666667
profil_3_,424923.114255,210960.127451,2576.5439592,165.0666666667
profil_3_,424921.580258,210958.844154,2575.89953002,160.9333333333
profil_3_,424920.04626,210957.560856,2575.24717356,157.6333333333
profil_3_,424918.512263,210956.277559,2574.58545037,154.2833333333
profil_3_,424916.978266,210954.994261,2573.92729041,151.1833333333
profil_3_,424915.444269,210953.710964,2573.27293688,148.2
profil_3_,424913.910271,210952.427666,2572.62238977,144.6
profil_3_,424912.376274,210951.144369,2571.97564908,141.6166666667
profil_3_,424910.842277,210949.861071,2571.33063837,139.2666666667
profil_3_,424909.30828,210948.577774,2570.65915635,137.0666666667
profil_3_,424907.774282,210947.294476,2569.98005788,134.8166666667
profil_3_,424906.240285,210946.011179,2569.30535217,132.3833333333
profil_3_,424904.706288,210944.727881,2568.63503923,129.05
profil_3_,424903.172291,210943.444584,2567.96911906,126.4833333333
profil_3_,424901.638293,210942.161286,2567.30759165,123.5666666667
profil_3_,424900.104296,210940.877989,2566.65045702,120.35
profil_3_,424898.570299,210939.594691,2565.94688901,117.4666666667
profil_3_,424897.036302,210938.311394,2565.22874739,115.2166666667
profil_3_,424895.502304,210937.028096,2564.51614238,113.2666666667
profil_3_,424893.968307,210935.744799,2563.80907399,110.0333333333
profil_3_,424892.43431,210934.461501,2563.10754222,107.05
profil_3_,424890.900313,210933.178204,2562.41154707,104.65
profil_3_,424889.366315,210931.894906,2561.71188064,102.1666666667
profil_3_,424887.832318,210930.611609,2560.99589408,100.1333333333
profil_3_,424886.298321,210929.328311,2560.26621555,98.5166666667
profil_3_,424884.764324,210928.045014,2559.53407052,96.95
profil_3_,424883.230326,210926.761716,2558.80898084,94.6333333333
profil_3_,424881.696329,210925.478419,2558.0909465,92.15
profil_3_,424880.162332,210924.195121,2557.37996749,89.55
profil_3_,424878.628335,210922.911824,2556.6882482,86.9333333333
profil_3_,424877.094337,210921.628526,2555.99216522,84.75
profil_3_,424875.56034,210920.345229,2555.28955556,82.8833333333
profil_3_,424874.026343,210919.061931,2554.57767073,80.8
profil_3_,424872.492346,210917.778634,2553.86965342,78.9166666667
profil_3_,424870.958348,210916.495336,2553.16828773,77.15
profil_3_,424869.424351,210915.212039,2552.48155989,75.4333333333
profil_3_,424867.890354,210913.928741,2551.80503663,73.3833333333
profil_3_,424866.356357,210912.645444,2551.12099665,71.2833333333
profil_3_,424864.822359,210911.362146,2550.42943995,68.9833333333
profil_3_,424863.288362,210910.078849,2549.73036652,66.1
profil_3_,424861.754365,210908.795551,2549.03634187,62.7333333333
profil_3_,424860.220368,210907.512254,2548.34909532,60.2666666667
profil_3_,424858.68637,210906.228956,2547.68731579,58.3166666667
profil_3_,424857.152373,210904.945659,2547.02270118,56.0666666667
profil_3_,424855.618376,210903.662362,2546.3510889,53.6833333333
profil_3_,424854.084379,210902.379064,2545.67247895,51.1333333333
profil_3_,424852.550381,210901.095767,2544.98687134,48.05
profil_3_,424851.016384,210899.812469,2544.29831196,45.65
profil_3_,424849.482387,210898.529172,2543.64404492,43.1166666667
profil_3_,424847.94839,210897.245874,2543.00605105,40.5166666667
profil_3_,424846.414392,210895.962577,2542.36147284,37.75
profil_3_,424844.880395,210894.679279,2541.71031028,35.2333333333
profil_4_,424886.7,211086.97,2575.76599831,240.8
profil_4_,424887.327498,211085.070988,2575.74076268,240.2166666667
profil_4_,424887.954996,211083.171976,2575.71616126,239.5833333333
profil_4_,424888.582495,211081.272964,2575.69219406,239.5333333333
profil_4_,424889.209993,211079.373953,2575.68527037,239.45
profil_4_,424889.837491,211077.474941,2575.71652816,240.4166666667
profil_4_,424890.464989,211075.575929,2575.75544112,241.35
profil_4_,424891.092488,211073.676917,2575.79582531,242.3333333333
profil_4_,424891.719986,211071.777905,2575.83657605,243.4166666667
profil_4_,424892.347484,211069.878893,2575.87916524,244.6333333333
profil_4_,424892.974982,211067.979882,2575.94681125,246.1666666667
profil_4_,424893.60248,211066.08087,2576.02061904,247.9
profil_4_,424894.229979,211064.181858,2576.10058861,249.2333333333
profil_4_,424894.857477,211062.282846,2576.18671996,250.5833333333
profil_4_,424895.484975,211060.383834,2576.27901308,252.0166666667
profil_4_,424896.112473,211058.484822,2576.36007187,253.4333333333
profil_4_,424896.739972,211056.585811,2576.43885286,255.15
profil_4_,424897.36747,211054.686799,2576.51930957,256.6333333333
profil_4_,424897.994968,211052.787787,2576.601442,257.0666666667
profil_4_,424898.622466,211050.888775,2576.68525017,257.65
profil_4_,424899.249964,211048.989763,2576.7587695,257.5166666667
profil_4_,424899.877463,211047.090751,2576.82623745,257.2166666667
profil_4_,424900.504961,211045.191739,2576.89306667,256.6833333333
profil_4_,424901.132459,211043.292728,2576.95861091,255.95
profil_4_,424901.759957,211041.393716,2577.0237595,254.65
profil_4_,424902.387456,211039.494704,2577.08006967,253.3833333333
profil_4_,424903.014954,211037.595692,2577.11593123,252
profil_4_,424903.642452,211035.69668,2577.15650576,250.8
profil_4_,424904.26995,211033.797668,2577.20179326,248.9166666667
profil_4_,424904.897448,211031.898657,2577.25179375,246.7333333333
profil_4_,424905.524947,211029.999645,2577.30650528,244.4666666667
